,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
2508,0,2020-09-13,16:30,Premier League,Matchweek 1,Sun,Home,L,0,1,Everton,1.1,1.2,52.0,,Hugo Lloris,4-2-3-1,4-3-3,Martin Atkinson,Match Report,,9.0,5.0,12.6,0.0,0,0,2021,Tottenham Hotspur
2520,22,2020-12-16,20:00,Premier League,Matchweek 13,Wed,Away,L,1,2,Liverpool,1.1,1.0,25.0,2000.0,Hugo Lloris,4-4-2,4-3-3,Anthony Taylor,Match Report,,8.0,2.0,19.2,1.0,0,0,2021,Tottenham Hotspur
2521,23,2020-12-20,14:15,Premier League,Matchweek 14,Sun,Home,L,0,2,Leicester City,0.7,1.7,56.0,,Hugo Lloris,4-2-3-1,4-2-3-1,Craig Pawson,Match Report,,8.0,3.0,16.5,2.0,0,0,2021,Tottenham Hotspur
2526,32,2021-01-28,20:00,Premier League,Matchweek 20,Thu,Home,L,1,3,Liverpool,0.1,2.5,50.0,,Hugo Lloris,3-4-3,4-3-3,Martin Atkinson,Match Report,,3.0,2.0,35.0,0.0,0,0,2021,Tottenham Hotspur
2527,33,2021-01-31,19:15,Premier League,Matchweek 21,Sun,Away,L,0,1,Brighton,0.4,1.6,57.0,,Hugo Lloris,3-4-3,3-4-3,Peter Bankes,Match Report,,8.0,4.0,21.2,1.0,0,0,2021,Tottenham Hotspur
2528,34,2021-02-04,20:00,Premier League,Matchweek 22,Thu,Home,L,0,1,Chelsea,0.6,1.6,43.0,,Hugo Lloris,4-2-2-2,3-4-1-2,Andre Marriner,Match Report,,7.0,2.0,20.9,1.0,0,0,2021,Tottenham Hotspur
2530,37,2021-02-13,17:30,Premier League,Matchweek 24,Sat,Away,L,0,3,Manchester City,0.3,2.2,40.0,,Hugo Lloris,4-2-3-1,4-3-3,Paul Tierney,Match Report,,7.0,3.0,20.9,1.0,0,0,2021,Tottenham Hotspur
2531,39,2021-02-21,12:00,Premier League,Matchweek 25,Sun,Away,L,1,2,West Ham,1.1,1.1,68.0,,Hugo Lloris,4-2-3-1,4-2-3-1,Craig Pawson,Match Report,,20.0,4.0,19.4,2.0,0,0,2021,Tottenham Hotspur
2535,45,2021-03-14,16:30,Premier League,Matchweek 28,Sun,Away,L,1,2,Arsenal,0.4,1.7,48.0,,Hugo Lloris,4-2-3-1,4-2-3-1,Michael Oliver,Match Report,,6.0,3.0,18.9,2.0,0,0,2021,Tottenham Hotspur
2538,49,2021-04-11,16:30,Premier League,Matchweek 31,Sun,Home,L,1,3,Manchester Utd,0.9,2.1,47.0,,Hugo Lloris,4-3-3,4-2-3-1,Chris Kavanagh,Match Report,,12.0,3.0,16.5,0.0,0,0,2021,Tottenham Hotspur
2542,54,2021-05-08,12:30,Premier League,Matchweek 35,Sat,Away,L,1,3,Leeds United,0.9,2.5,47.0,,Hugo Lloris,4-2-3-1,4-1-4-1,Michael Oliver,Match Report,,11.0,3.0,16.8,1.0,0,0,2021,Tottenham Hotspur
2544,56,2021-05-19,18:00,Premier League,Matchweek 37,Wed,Home,L,1,2,Aston Villa,0.8,1.4,60.0,10000.0,Hugo Lloris,4-2-3-1,4-2-3-1,Craig Pawson,Match Report,,10.0,4.0,17.6,0.0,0,0,2021,Tottenham Hotspur
