,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
2700,4,2020-09-27,14:00,Premier League,Matchweek 3,Sun,Away,D,1,1,Tottenham,1.0,2.9,34.0,,Jamaal Lascelles,5-4-1,4-2-3-1,Peter Bankes,Match Report,,5.0,0.0,19.1,0.0,1,1,2021,Newcastle United
2703,8,2020-10-25,16:30,Premier League,Matchweek 6,Sun,Away,D,1,1,Wolves,0.3,0.7,37.0,,Jamaal Lascelles,5-3-2,3-4-3,Lee Mason,Match Report,,5.0,2.0,21.2,1.0,0,0,2021,Newcastle United
2710,15,2020-12-19,20:00,Premier League,Matchweek 14,Sat,Home,D,1,1,Fulham,1.4,1.0,49.0,,Jonjo Shelvey,4-4-2,3-4-3,Graham Scott,Match Report,,11.0,4.0,22.3,2.0,1,1,2021,Newcastle United
2712,18,2020-12-30,20:00,Premier League,Matchweek 16,Wed,Home,D,0,0,Liverpool,0.5,1.4,28.0,,Federico Fernández,5-4-1,4-3-3,Paul Tierney,Match Report,,8.0,2.0,17.0,0.0,0,0,2021,Newcastle United
2723,30,2021-02-27,20:00,Premier League,Matchweek 26,Sat,Home,D,1,1,Wolves,1.7,1.1,48.0,,Jamaal Lascelles,4-3-3,3-4-3,Mike Dean,Match Report,,19.0,6.0,18.9,1.0,0,0,2021,Newcastle United
2724,31,2021-03-07,12:00,Premier League,Matchweek 27,Sun,Away,D,0,0,West Brom,0.5,2.0,47.0,,Jamaal Lascelles,4-3-1-2,4-1-4-1,Martin Atkinson,Match Report,,9.0,5.0,18.6,0.0,0,0,2021,Newcastle United
2725,32,2021-03-12,20:00,Premier League,Matchweek 28,Fri,Home,D,1,1,Aston Villa,1.5,0.9,49.0,,Jamaal Lascelles,4-3-3,4-3-3,Paul Tierney,Match Report,,12.0,3.0,15.8,0.0,0,0,2021,Newcastle United
2727,34,2021-04-04,14:05,Premier League,Matchweek 30,Sun,Home,D,2,2,Tottenham,3.4,2.7,42.0,,Jamaal Lascelles,5-3-2,4-4-2,Craig Pawson,Match Report,,22.0,6.0,13.9,0.0,0,0,2021,Newcastle United
2730,37,2021-04-24,12:30,Premier League,Matchweek 33,Sat,Away,D,1,1,Liverpool,1.0,2.4,32.0,,Jonjo Shelvey,5-3-2,4-4-2,Andre Marriner,Match Report,,7.0,4.0,16.0,0.0,0,0,2021,Newcastle United
