,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
2319,2,2020-09-26,12:30,Premier League,Matchweek 3,Sat,Away,W,3,2,Brighton,1.5,2.5,47.0,,Harry Maguire,4-2-3-1,3-4-3,Chris Kavanagh,Match Report,,6.0,2.0,18.2,0.0,1,1,2021,Manchester United
2321,5,2020-10-17,20:00,Premier League,Matchweek 5,Sat,Away,W,4,1,Newcastle Utd,2.3,0.9,63.0,,Harry Maguire,4-2-3-1,4-1-4-1,Craig Pawson,Match Report,,27.0,11.0,20.5,0.0,0,1,2021,Manchester United
2324,11,2020-11-07,12:30,Premier League,Matchweek 8,Sat,Away,W,3,1,Everton,1.5,0.4,45.0,,Harry Maguire,4-2-3-1,4-3-3,Paul Tierney,Match Report,,13.0,5.0,21.1,2.0,0,0,2021,Manchester United
2325,12,2020-11-21,20:00,Premier League,Matchweek 9,Sat,Home,W,1,0,West Brom,2.4,0.6,63.0,,Harry Maguire,4-2-3-1,5-4-1,David Coote,Match Report,,16.0,6.0,18.4,1.0,1,1,2021,Manchester United
2326,14,2020-11-29,14:00,Premier League,Matchweek 10,Sun,Away,W,3,2,Southampton,2.1,0.5,50.0,,Harry Maguire,4-3-1-2,4-4-2,Jonathan Moss,Match Report,,15.0,6.0,16.2,0.0,0,0,2021,Manchester United
2327,16,2020-12-05,17:30,Premier League,Matchweek 11,Sat,Away,W,3,1,West Ham,1.7,2.0,60.0,2000.0,Harry Maguire,4-2-3-1,3-4-3,Andre Marriner,Match Report,,15.0,6.0,19.3,0.0,0,0,2021,Manchester United
2329,19,2020-12-17,20:00,Premier League,Matchweek 13,Thu,Away,W,3,2,Sheffield Utd,1.9,1.5,60.0,,Harry Maguire,4-2-3-1,5-3-2,Michael Oliver,Match Report,,15.0,8.0,18.4,1.0,0,0,2021,Manchester United
2330,20,2020-12-20,16:30,Premier League,Matchweek 14,Sun,Home,W,6,2,Leeds United,3.6,1.8,41.0,,Harry Maguire,4-2-3-1,4-1-4-1,Anthony Taylor,Match Report,,25.0,13.0,15.9,0.0,1,1,2021,Manchester United
2332,23,2020-12-29,20:00,Premier League,Matchweek 16,Tue,Home,W,1,0,Wolves,1.5,0.5,58.0,,Harry Maguire,4-2-3-1,3-4-1-2,Jonathan Moss,Match Report,,11.0,3.0,17.3,0.0,0,0,2021,Manchester United
2333,24,2021-01-01,20:00,Premier League,Matchweek 17,Fri,Home,W,2,1,Aston Villa,2.1,1.4,48.0,,Harry Maguire,4-2-3-1,4-2-3-1,Michael Oliver,Match Report,,18.0,8.0,18.5,0.0,1,1,2021,Manchester United
2334,27,2021-01-12,20:15,Premier League,Matchweek 1,Tue,Away,W,1,0,Burnley,1.2,0.9,62.0,,Harry Maguire,4-2-3-1,4-4-2,Kevin Friend,Match Report,,13.0,7.0,17.6,0.0,0,0,2021,Manchester United
2336,29,2021-01-20,20:15,Premier League,Matchweek 18,Wed,Away,W,2,1,Fulham,1.7,0.9,62.0,,Harry Maguire,4-2-3-1,3-4-3,Martin Atkinson,Match Report,,15.0,5.0,15.5,1.0,0,0,2021,Manchester United
2339,33,2021-02-02,20:15,Premier League,Matchweek 22,Tue,Home,W,9,0,Southampton,4.7,0.5,74.0,,Harry Maguire,4-2-3-1,4-4-2,Mike Dean,Match Report,,23.0,13.0,17.1,1.0,1,1,2021,Manchester United
2342,38,2021-02-21,19:00,Premier League,Matchweek 25,Sun,Home,W,3,1,Newcastle Utd,1.7,0.4,71.0,,Harry Maguire,4-2-3-1,4-3-1-2,Paul Tierney,Match Report,,14.0,6.0,19.1,0.0,1,1,2021,Manchester United
2345,42,2021-03-07,16:30,Premier League,Matchweek 27,Sun,Away,W,2,0,Manchester City,1.7,1.3,34.0,,Harry Maguire,4-2-3-1,4-2-3-1,Anthony Taylor,Match Report,,7.0,5.0,17.5,0.0,1,1,2021,Manchester United
2346,44,2021-03-14,19:15,Premier League,Matchweek 28,Sun,Home,W,1,0,West Ham,1.5,0.6,61.0,,Harry Maguire,4-2-3-1,3-1-4-2,Martin Atkinson,Match Report,,15.0,4.0,18.0,0.0,0,0,2021,Manchester United
2347,47,2021-04-04,19:30,Premier League,Matchweek 30,Sun,Home,W,2,1,Brighton,1.5,1.2,57.0,,Harry Maguire,4-2-3-1,3-4-1-2,Mike Dean,Match Report,,15.0,7.0,18.4,0.0,0,0,2021,Manchester United
2348,49,2021-04-11,16:30,Premier League,Matchweek 31,Sun,Away,W,3,1,Tottenham,2.1,0.9,53.0,,Harry Maguire,4-2-3-1,4-3-3,Chris Kavanagh,Match Report,,12.0,7.0,15.0,0.0,0,0,2021,Manchester United
2349,51,2021-04-18,16:00,Premier League,Matchweek 32,Sun,Home,W,3,1,Burnley,2.5,0.9,69.0,,Harry Maguire,4-2-3-1,4-4-1-1,Jonathan Moss,Match Report,,17.0,8.0,12.9,0.0,0,0,2021,Manchester United
2351,55,2021-05-09,14:05,Premier League,Matchweek 35,Sun,Away,W,3,1,Aston Villa,1.7,0.5,59.0,,Harry Maguire,4-2-3-1,4-2-3-1,Chris Kavanagh,Match Report,,17.0,6.0,21.5,0.0,1,1,2021,Manchester United
2355,59,2021-05-23,16:00,Premier League,Matchweek 38,Sun,Away,W,2,1,Wolves,2.0,0.9,43.0,4500.0,Nemanja Matić,4-2-3-1,3-5-2,Mike Dean,Match Report,,8.0,3.0,18.6,0.0,1,1,2021,Manchester United
