,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
2318,0,2020-09-19,17:30,Premier League,Matchweek 2,Sat,Home,L,1,3,Crystal Palace,1.2,1.6,75.0,,Harry Maguire,4-2-3-1,4-4-2,Martin Atkinson,Match Report,,17.0,4.0,20.2,1.0,0,0,2021,Manchester United
2320,4,2020-10-04,16:30,Premier League,Matchweek 4,Sun,Home,L,1,6,Tottenham,0.9,3.4,39.0,,Harry Maguire,4-2-3-1,4-3-3,Anthony Taylor,Match Report,,4.0,1.0,25.4,0.0,1,1,2021,Manchester United
2323,9,2020-11-01,16:30,Premier League,Matchweek 7,Sun,Home,L,0,1,Arsenal,0.4,1.0,54.0,,Harry Maguire,4-1-2-1-2◆,3-4-3,Mike Dean,Match Report,,8.0,2.0,19.9,0.0,0,0,2021,Manchester United
2337,31,2021-01-27,20:15,Premier League,Matchweek 20,Wed,Home,L,1,2,Sheffield Utd,1.1,1.0,75.0,,Harry Maguire,4-2-3-1,3-5-2,Peter Bankes,Match Report,,16.0,4.0,18.9,2.0,0,0,2021,Manchester United
2352,56,2021-05-11,18:00,Premier League,Matchweek 36,Tue,Home,L,1,2,Leicester City,0.2,0.9,53.0,,Nemanja Matić,4-2-3-1,4-4-2,Craig Pawson,Match Report,,4.0,1.0,12.3,0.0,0,0,2021,Manchester United
2353,57,2021-05-13,20:15,Premier League,Matchweek 34,Thu,Home,L,2,4,Liverpool,1.9,2.7,53.0,,Bruno Fernandes,4-2-3-1,4-3-3,Anthony Taylor,Match Report,,18.0,2.0,15.5,1.0,0,0,2021,Manchester United
