,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
3006,5,2020-10-18,12:00,Premier League,Matchweek 5,Sun,Home,D,1,1,Fulham,1.7,1.5,42.0,,John Egan,3-5-2,3-4-3,Andre Marriner,Match Report,,9.0,5.0,20.1,0.0,1,1,2021,Sheffield United
3015,14,2020-12-20,12:00,Premier League,Matchweek 14,Sun,Away,D,1,1,Brighton,0.5,2.8,27.0,,John Egan,5-3-2,3-4-3,Peter Bankes,Match Report,,5.0,3.0,26.0,1.0,0,0,2021,Sheffield United
