,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
3002,0,2020-09-14,18:00,Premier League,Matchweek 1,Mon,Home,L,0,2,Wolves,1.0,1.4,55.0,,Billy Sharp,3-5-2,3-4-3,Mike Dean,Match Report,,9.0,1.0,12.9,0.0,0,0,2021,Sheffield United
3003,2,2020-09-21,18:00,Premier League,Matchweek 2,Mon,Away,L,0,1,Aston Villa,0.9,1.0,29.0,,John Egan,3-5-2,4-3-3,Graham Scott,Match Report,,3.0,0.0,20.2,0.0,0,1,2021,Sheffield United
3004,3,2020-09-27,12:00,Premier League,Matchweek 3,Sun,Home,L,0,1,Leeds United,1.4,1.2,36.0,,David McGoldrick,3-5-2,3-1-4-2,Paul Tierney,Match Report,,14.0,4.0,16.7,0.0,0,0,2021,Sheffield United
3005,4,2020-10-04,14:00,Premier League,Matchweek 4,Sun,Away,L,1,2,Arsenal,0.2,0.6,36.0,,John Egan,3-5-2,4-3-3,Lee Mason,Match Report,,6.0,2.0,24.7,0.0,0,0,2021,Sheffield United
3007,6,2020-10-24,20:00,Premier League,Matchweek 6,Sat,Away,L,1,2,Liverpool,1.6,2.3,38.0,,John Egan,3-5-2,4-2-3-1,Mike Dean,Match Report,,12.0,1.0,18.5,0.0,1,1,2021,Sheffield United
3008,7,2020-10-31,12:30,Premier League,Matchweek 7,Sat,Home,L,0,1,Manchester City,0.5,1.6,35.0,,John Egan,5-3-2,4-3-3,Michael Oliver,Match Report,,3.0,1.0,18.3,0.0,0,0,2021,Sheffield United
3009,8,2020-11-07,17:30,Premier League,Matchweek 8,Sat,Away,L,1,4,Chelsea,0.4,2.2,31.0,,John Egan,3-5-2,4-3-3,Jonathan Moss,Match Report,,6.0,3.0,18.0,0.0,0,0,2021,Sheffield United
3010,9,2020-11-22,14:00,Premier League,Matchweek 9,Sun,Home,L,0,1,West Ham,0.9,2.1,51.0,,John Egan,3-5-2,3-4-3,Martin Atkinson,Match Report,,9.0,5.0,17.6,0.0,0,0,2021,Sheffield United
3011,10,2020-11-28,20:00,Premier League,Matchweek 10,Sat,Away,L,0,1,West Brom,2.9,1.2,51.0,,John Egan,3-5-2,3-4-1-2,Mike Dean,Match Report,,21.0,5.0,15.0,0.0,0,0,2021,Sheffield United
3012,11,2020-12-06,14:15,Premier League,Matchweek 11,Sun,Home,L,1,2,Leicester City,0.2,1.4,31.0,,John Egan,5-3-2,3-4-3,Stuart Attwell,Match Report,,4.0,1.0,14.9,0.0,0,0,2021,Sheffield United
3013,12,2020-12-13,12:00,Premier League,Matchweek 12,Sun,Away,L,0,3,Southampton,0.3,2.0,33.0,2000.0,Billy Sharp,5-3-2,4-4-2,Andy Madley,Match Report,,3.0,0.0,11.2,0.0,0,0,2021,Sheffield United
3014,13,2020-12-17,20:00,Premier League,Matchweek 13,Thu,Home,L,2,3,Manchester Utd,1.5,1.9,40.0,,John Egan,5-3-2,4-2-3-1,Michael Oliver,Match Report,,12.0,6.0,15.8,1.0,0,0,2021,Sheffield United
3016,15,2020-12-26,20:00,Premier League,Matchweek 15,Sat,Home,L,0,1,Everton,1.4,0.7,44.0,,John Egan,3-4-3,4-2-3-1,David Coote,Match Report,,10.0,1.0,12.6,0.0,0,0,2021,Sheffield United
3017,16,2020-12-29,18:00,Premier League,Matchweek 16,Tue,Away,L,0,1,Burnley,0.7,1.0,63.0,,John Egan,3-4-3,4-4-2,Chris Kavanagh,Match Report,,7.0,2.0,16.6,0.0,0,0,2021,Sheffield United
3018,17,2021-01-02,15:00,Premier League,Matchweek 17,Sat,Away,L,0,2,Crystal Palace,0.4,0.6,56.0,,John Egan,3-5-2,4-4-2,Stuart Attwell,Match Report,,7.0,2.0,19.4,0.0,0,0,2021,Sheffield United
3020,20,2021-01-17,14:00,Premier League,Matchweek 19,Sun,Home,L,1,3,Tottenham,0.9,1.0,43.0,,John Egan,3-5-2,3-4-3,Andre Marriner,Match Report,,15.0,5.0,21.1,0.0,0,0,2021,Sheffield United
3022,23,2021-01-30,15:00,Premier League,Matchweek 21,Sat,Away,L,0,1,Manchester City,0.2,1.5,25.0,,John Egan,5-3-2,4-3-3,David Coote,Match Report,,4.0,1.0,23.2,0.0,0,0,2021,Sheffield United
3024,25,2021-02-07,19:15,Premier League,Matchweek 23,Sun,Home,L,1,2,Chelsea,0.6,1.6,32.0,,John Egan,3-5-2,3-4-3,Kevin Friend,Match Report,,8.0,3.0,20.8,0.0,0,0,2021,Sheffield United
3025,27,2021-02-15,18:00,Premier League,Matchweek 24,Mon,Away,L,0,3,West Ham,0.7,1.9,54.0,,Billy Sharp,3-5-2,3-4-3,Simon Hooper,Match Report,,8.0,5.0,15.4,0.0,0,0,2021,Sheffield United
3026,28,2021-02-20,20:00,Premier League,Matchweek 25,Sat,Away,L,0,1,Fulham,0.9,1.2,36.0,,Billy Sharp,3-5-2,4-2-3-1,Martin Atkinson,Match Report,,4.0,2.0,9.8,0.0,0,0,2021,Sheffield United
