,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
2622,0,2020-09-13,16:30,Premier League,Matchweek 1,Sun,Away,W,1,0,Tottenham,1.2,1.1,48.0,,Séamus Coleman,4-3-3,4-2-3-1,Martin Atkinson,Match Report,,15.0,4.0,17.8,0.0,0,0,2021,Everton
2623,2,2020-09-19,12:30,Premier League,Matchweek 2,Sat,Home,W,5,2,West Brom,3.9,0.3,71.0,,Séamus Coleman,4-3-3,5-4-1,Mike Dean,Match Report,,17.0,7.0,12.0,1.0,0,0,2021,Everton
2624,4,2020-09-26,15:00,Premier League,Matchweek 3,Sat,Away,W,2,1,Crystal Palace,1.9,0.4,58.0,,Séamus Coleman,4-3-3,4-4-2,Kevin Friend,Match Report,,9.0,4.0,17.2,1.0,1,1,2021,Everton
2625,6,2020-10-03,15:00,Premier League,Matchweek 4,Sat,Home,W,4,2,Brighton,1.6,1.3,43.0,,Séamus Coleman,4-3-3,3-4-3,Simon Hooper,Match Report,,11.0,6.0,16.3,0.0,0,0,2021,Everton
2630,11,2020-11-22,12:00,Premier League,Matchweek 9,Sun,Away,W,3,2,Fulham,2.0,1.9,46.0,,Lucas Digne,3-4-3,4-2-3-1,Andy Madley,Match Report,,9.0,7.0,15.1,0.0,0,0,2021,Everton
2633,14,2020-12-12,20:00,Premier League,Matchweek 12,Sat,Home,W,1,0,Chelsea,1.2,0.7,29.0,2000.0,Gylfi Sigurðsson,4-3-3,4-3-3,Jonathan Moss,Match Report,,8.0,3.0,17.1,1.0,1,1,2021,Everton
2634,15,2020-12-16,18:00,Premier League,Matchweek 13,Wed,Away,W,2,0,Leicester City,1.4,0.8,39.0,,Gylfi Sigurðsson,4-3-3,4-2-3-1,Lee Mason,Match Report,,11.0,6.0,13.0,0.0,0,0,2021,Everton
2635,16,2020-12-19,17:30,Premier League,Matchweek 14,Sat,Home,W,2,1,Arsenal,0.6,1.4,43.0,,Gylfi Sigurðsson,4-2-3-1,3-4-3,Andre Marriner,Match Report,,9.0,2.0,19.7,1.0,0,0,2021,Everton
2636,18,2020-12-26,20:00,Premier League,Matchweek 15,Sat,Away,W,1,0,Sheffield Utd,0.7,1.4,56.0,,Gylfi Sigurðsson,4-2-3-1,3-4-3,David Coote,Match Report,,7.0,3.0,19.9,0.0,0,0,2021,Everton
2638,21,2021-01-12,20:15,Premier League,Matchweek 18,Tue,Away,W,2,1,Wolves,0.6,0.7,48.0,,Gylfi Sigurðsson,4-4-2,4-3-3,Martin Atkinson,Match Report,,5.0,3.0,11.7,0.0,0,0,2021,Everton
2641,25,2021-02-03,19:30,Premier League,Matchweek 22,Wed,Away,W,2,1,Leeds United,1.6,1.3,37.0,,Gylfi Sigurðsson,4-2-3-1,4-1-4-1,Michael Oliver,Match Report,,10.0,6.0,15.9,0.0,0,0,2021,Everton
2645,30,2021-02-20,17:30,Premier League,Matchweek 25,Sat,Away,W,2,0,Liverpool,1.6,1.4,29.0,,Séamus Coleman,5-3-2,4-3-3,Chris Kavanagh,Match Report,,8.0,5.0,22.8,1.0,1,1,2021,Everton
2646,31,2021-03-01,20:00,Premier League,Matchweek 26,Mon,Home,W,1,0,Southampton,1.2,0.6,47.0,,Gylfi Sigurðsson,4-3-1-2,4-4-2,Martin Atkinson,Match Report,,7.0,1.0,13.8,1.0,0,0,2021,Everton
2647,32,2021-03-04,18:00,Premier League,Matchweek 29,Thu,Away,W,1,0,West Brom,1.0,1.0,51.0,,Lucas Digne,4-4-2,4-1-4-1,Darren England,Match Report,,11.0,3.0,20.8,0.0,0,0,2021,Everton
2653,39,2021-04-23,20:00,Premier League,Matchweek 33,Fri,Away,W,1,0,Arsenal,0.5,0.8,41.0,,Séamus Coleman,4-2-3-1,4-2-3-1,Jonathan Moss,Match Report,,8.0,1.0,20.8,2.0,0,0,2021,Everton
2655,41,2021-05-09,16:30,Premier League,Matchweek 35,Sun,Away,W,1,0,West Ham,1.5,1.3,32.0,,Séamus Coleman,4-4-2,4-2-3-1,Stuart Attwell,Match Report,,9.0,3.0,12.5,1.0,0,0,2021,Everton
2658,44,2021-05-19,18:00,Premier League,Matchweek 37,Wed,Home,W,1,0,Wolves,0.7,0.3,41.0,4988.0,Séamus Coleman,4-4-2,3-4-1-2,Andy Madley,Match Report,,14.0,4.0,15.9,0.0,0,0,2021,Everton
