,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
380,0,2023-08-12,15:00,Premier League,Matchweek 1,Sat,Home,W,4,1,Luton Town,4.0,1.5,70.0,31872.0,Lewis Dunk,4-2-3-1,3-5-2,David Coote,Match Report,,26.0,11.0,17.0,0.0,1,1,2024,Brighton and Hove Albion
381,1,2023-08-19,15:00,Premier League,Matchweek 2,Sat,Away,W,4,1,Wolves,2.2,2.1,53.0,31317.0,Lewis Dunk,4-2-3-1,4-4-1-1,Andy Madley,Match Report,,16.0,8.0,15.6,0.0,0,0,2024,Brighton and Hove Albion
383,3,2023-09-02,17:30,Premier League,Matchweek 4,Sat,Home,W,3,1,Newcastle Utd,1.3,1.2,56.0,31620.0,Lewis Dunk,4-2-3-1,4-3-3,Stuart Attwell,Match Report,,15.0,6.0,17.3,0.0,0,0,2024,Brighton and Hove Albion
384,4,2023-09-16,15:00,Premier League,Matchweek 5,Sat,Away,W,3,1,Manchester Utd,1.7,1.0,56.0,73592.0,Lewis Dunk,4-2-3-1,4-1-2-1-2,Jarred Gillett,Match Report,,10.0,8.0,17.1,0.0,0,0,2024,Brighton and Hove Albion
385,6,2023-09-24,14:00,Premier League,Matchweek 6,Sun,Home,W,3,1,Bournemouth,1.9,1.1,61.0,31617.0,Lewis Dunk,4-2-3-1,4-2-3-1,John Brooks,Match Report,,13.0,4.0,17.1,0.0,0,0,2024,Brighton and Hove Albion
392,17,2023-11-25,15:00,Premier League,Matchweek 13,Sat,Away,W,3,2,Nott'ham Forest,1.3,1.9,53.0,29404.0,Lewis Dunk,4-2-3-1,4-1-4-1,Anthony Taylor,Match Report,,9.0,4.0,19.9,1.0,1,1,2024,Brighton and Hove Albion
394,20,2023-12-06,19:30,Premier League,Matchweek 15,Wed,Home,W,2,1,Brentford,1.5,1.5,61.0,31571.0,Pascal Groß,4-2-3-1,4-4-2,Peter Bankes,Match Report,,18.0,7.0,16.1,0.0,0,0,2024,Brighton and Hove Albion
398,25,2023-12-28,19:30,Premier League,Matchweek 19,Thu,Home,W,4,2,Tottenham,3.2,2.3,45.0,31675.0,Lewis Dunk,4-1-2-1-2◆,4-2-3-1,Jarred Gillett,Match Report,,13.0,7.0,15.2,0.0,2,2,2024,Brighton and Hove Albion
402,31,2024-02-03,15:00,Premier League,Matchweek 23,Sat,Home,W,4,1,Crystal Palace,1.4,0.3,68.0,31345.0,Lewis Dunk,3-4-3,4-3-3,Simon Hooper,Match Report,,13.0,6.0,16.7,0.0,0,0,2024,Brighton and Hove Albion
404,33,2024-02-18,14:00,Premier League,Matchweek 25,Sun,Away,W,5,0,Sheffield Utd,2.9,0.6,79.0,29522.0,Lewis Dunk,4-2-3-1,3-5-1-1,Stuart Attwell,Match Report,,24.0,9.0,15.1,0.0,0,0,2024,Brighton and Hove Albion
407,38,2024-03-10,14:00,Premier League,Matchweek 28,Sun,Home,W,1,0,Nott'ham Forest,0.4,0.7,63.0,31505.0,Lewis Dunk,4-2-3-1,4-3-3,Michael Salisbury,Match Report,,10.0,3.0,17.5,0.0,0,0,2024,Brighton and Hove Albion
414,46,2024-05-05,14:00,Premier League,Matchweek 36,Sun,Home,W,1,0,Aston Villa,2.5,0.1,52.0,31596.0,Lewis Dunk,4-2-3-1,4-2-3-1,Robert Jones,Match Report,,14.0,7.0,16.3,0.0,0,1,2024,Brighton and Hove Albion
