,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
725,4,2023-09-02,12:30,Premier League,Matchweek 4,Sat,Home,D,2,2,Everton,1.2,2.5,46.0,31124.0,John Egan,3-5-2,4-4-1-1,Andy Madley,Match Report,,13.0,7.0,14.1,0.0,0,0,2024,Sheffield United
733,12,2023-11-12,14:00,Premier League,Matchweek 12,Sun,Away,D,1,1,Brighton,1.1,1.5,39.0,31367.0,Oliver Norwood,3-4-3,4-2-3-1,John Brooks,Match Report,,9.0,1.0,19.3,0.0,0,0,2024,Sheffield United
739,18,2023-12-22,20:00,Premier League,Matchweek 18,Fri,Away,D,1,1,Aston Villa,0.6,0.9,23.0,41651.0,Jack Robinson,3-4-3,4-4-1-1,Anthony Taylor,Match Report,,5.0,2.0,19.7,0.0,0,0,2024,Sheffield United
742,22,2024-01-21,14:00,Premier League,Matchweek 21,Sun,Home,D,2,2,West Ham,2.5,2.3,57.0,29164.0,Anel Ahmedhodžić,4-1-4-1,4-4-1-1,Michael Salisbury,Match Report,,20.0,5.0,18.5,1.0,1,1,2024,Sheffield United
749,30,2024-03-09,15:00,Premier League,Matchweek 28,Sat,Away,D,2,2,Bournemouth,1.2,3.3,31.0,11074.0,Jack Robinson,3-5-2,4-2-3-1,Anthony Taylor,Match Report,,13.0,9.0,14.3,0.0,0,0,2024,Sheffield United
750,31,2024-03-30,15:00,Premier League,Matchweek 30,Sat,Home,D,3,3,Fulham,1.9,1.3,27.0,30010.0,Jack Robinson,3-5-2,4-2-3-1,Tim Robinson,Match Report,,8.0,4.0,15.7,0.0,0,0,2024,Sheffield United
752,33,2024-04-07,17:30,Premier League,Matchweek 32,Sun,Home,D,2,2,Chelsea,1.4,0.3,32.0,28638.0,Jack Robinson,3-5-2,4-2-3-1,Robert Jones,Match Report,,11.0,5.0,15.2,0.0,0,0,2024,Sheffield United
