,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
387,10,2023-10-08,14:00,Premier League,Matchweek 8,Sun,Home,D,2,2,Liverpool,2.3,2.3,46.0,31752.0,Lewis Dunk,4-2-3-1,4-3-3,Anthony Taylor,Match Report,,14.0,3.0,16.9,2.0,0,0,2024,Brighton and Hove Albion
389,13,2023-10-29,14:00,Premier League,Matchweek 10,Sun,Home,D,1,1,Fulham,1.4,0.7,71.0,31550.0,Lewis Dunk,3-4-3,4-2-3-1,Michael Salisbury,Match Report,,18.0,6.0,18.1,1.0,0,0,2024,Brighton and Hove Albion
390,14,2023-11-04,15:00,Premier League,Matchweek 11,Sat,Away,D,1,1,Everton,0.5,0.7,79.0,38683.0,Lewis Dunk,4-3-3,4-4-1-1,Tim Robinson,Match Report,,7.0,2.0,15.6,1.0,0,0,2024,Brighton and Hove Albion
391,16,2023-11-12,14:00,Premier League,Matchweek 12,Sun,Home,D,1,1,Sheffield Utd,1.5,1.1,61.0,31367.0,Pascal Groß,4-2-3-1,3-4-3,John Brooks,Match Report,,11.0,6.0,16.5,0.0,0,0,2024,Brighton and Hove Albion
395,21,2023-12-09,15:00,Premier League,Matchweek 16,Sat,Home,D,1,1,Burnley,2.6,0.6,72.0,31511.0,Lewis Dunk,4-2-3-1,4-4-2,Simon Hooper,Match Report,,29.0,11.0,14.2,2.0,0,0,2024,Brighton and Hove Albion
397,24,2023-12-21,20:00,Premier League,Matchweek 18,Thu,Away,D,1,1,Crystal Palace,1.2,1.3,65.0,24171.0,Lewis Dunk,4-2-3-1,4-3-3,John Brooks,Match Report,,18.0,6.0,17.6,0.0,0,0,2024,Brighton and Hove Albion
399,26,2024-01-02,19:30,Premier League,Matchweek 20,Tue,Away,D,0,0,West Ham,2.3,0.7,68.0,62462.0,Pascal Groß,4-3-1-2,4-2-3-1,Samuel Barrott,Match Report,,22.0,8.0,14.4,0.0,0,0,2024,Brighton and Hove Albion
400,28,2024-01-22,19:45,Premier League,Matchweek 21,Mon,Home,D,0,0,Wolves,1.0,1.1,72.0,41505.0,Lewis Dunk,4-3-3,3-4-3,Craig Pawson,Match Report,,11.0,3.0,14.2,0.0,0,0,2024,Brighton and Hove Albion
405,34,2024-02-24,15:00,Premier League,Matchweek 26,Sat,Home,D,1,1,Everton,1.4,0.3,64.0,41646.0,Lewis Dunk,4-2-3-1,4-4-1-1,Tony Harrington,Match Report,,23.0,7.0,16.3,1.0,0,0,2024,Brighton and Hove Albion
409,41,2024-04-03,19:30,Premier League,Matchweek 31,Wed,Away,D,0,0,Brentford,1.1,0.6,66.0,17024.0,Lewis Dunk,4-2-3-1,3-5-2,Andy Madley,Match Report,,24.0,6.0,20.1,0.0,0,0,2024,Brighton and Hove Albion
411,43,2024-04-13,15:00,Premier League,Matchweek 33,Sat,Away,D,1,1,Burnley,0.9,1.7,56.0,20687.0,Lewis Dunk,4-2-3-1,4-4-2,Simon Hooper,Match Report,,20.0,8.0,18.4,1.0,0,0,2024,Brighton and Hove Albion
415,47,2024-05-11,15:00,Premier League,Matchweek 37,Sat,Away,D,1,1,Newcastle Utd,1.4,2.2,43.0,51997.0,Lewis Dunk,4-2-3-1,4-3-3,Darren England,Match Report,,15.0,4.0,16.2,0.0,0,0,2024,Brighton and Hove Albion
