,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
235,10,2023-10-08,14:00,Premier League,Matchweek 8,Sun,Away,D,2,2,West Ham,2.0,1.2,64.0,62473.0,Jamaal Lascelles,4-3-3,4-2-3-1,Peter Bankes,Match Report,,10.0,3.0,12.1,0.0,0,0,2024,Newcastle United
237,13,2023-10-28,17:30,Premier League,Matchweek 10,Sat,Away,D,2,2,Wolves,2.2,0.9,57.0,31584.0,Jamaal Lascelles,4-3-3,4-4-2,Anthony Taylor,Match Report,,12.0,3.0,14.2,0.0,1,1,2024,Newcastle United
250,33,2024-02-03,15:00,Premier League,Matchweek 23,Sat,Home,D,4,4,Luton Town,2.3,2.4,55.0,52211.0,Kieran Trippier,4-3-3,3-4-3,Thomas Bramall,Match Report,,19.0,6.0,16.3,0.0,0,0,2024,Newcastle United
252,35,2024-02-17,15:00,Premier League,Matchweek 25,Sat,Home,D,2,2,Bournemouth,2.2,2.2,62.0,52224.0,Kieran Trippier,4-3-3,4-2-3-1,Michael Salisbury,Match Report,,16.0,4.0,19.4,0.0,1,1,2024,Newcastle United
257,42,2024-04-02,19:30,Premier League,Matchweek 31,Tue,Home,D,1,1,Everton,2.4,1.4,57.0,52135.0,Dan Burn,4-3-3,4-4-1-1,Tony Harrington,Match Report,,18.0,5.0,15.7,0.0,0,0,2024,Newcastle United
263,48,2024-05-11,15:00,Premier League,Matchweek 37,Sat,Home,D,1,1,Brighton,2.2,1.4,57.0,51997.0,Dan Burn,4-3-3,4-2-3-1,Darren England,Match Report,,18.0,7.0,15.8,0.0,0,0,2024,Newcastle United
