,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
496,2,2023-08-26,15:00,Premier League,Matchweek 3,Sat,Away,W,1,0,Everton,1.1,1.3,53.0,38851.0,Max Kilman,4-4-1-1,4-1-4-1,Craig Pawson,Match Report,,11.0,2.0,17.8,1.0,0,0,2024,Wolverhampton Wanderers
500,8,2023-09-30,15:00,Premier League,Matchweek 7,Sat,Home,W,2,1,Manchester City,0.4,0.9,32.0,31415.0,Max Kilman,3-4-3,4-2-3-1,Craig Pawson,Match Report,,3.0,1.0,11.4,0.0,0,0,2024,Wolverhampton Wanderers
502,10,2023-10-21,15:00,Premier League,Matchweek 9,Sat,Away,W,2,1,Bournemouth,2.4,0.6,65.0,11175.0,Max Kilman,3-4-3,4-2-3-1,Paul Tierney,Match Report,,21.0,7.0,16.2,0.0,0,0,2024,Wolverhampton Wanderers
505,13,2023-11-11,12:30,Premier League,Matchweek 12,Sat,Home,W,2,1,Tottenham,2.1,0.7,42.0,31642.0,Max Kilman,3-5-2,4-3-3,Tim Robinson,Match Report,,17.0,4.0,18.5,0.0,0,0,2024,Wolverhampton Wanderers
508,16,2023-12-05,19:30,Premier League,Matchweek 15,Tue,Home,W,1,0,Burnley,0.8,0.9,51.0,30439.0,Max Kilman,3-4-3,4-4-2,Jarred Gillett,Match Report,,7.0,4.0,15.8,1.0,0,0,2024,Wolverhampton Wanderers
511,19,2023-12-24,13:00,Premier League,Matchweek 18,Sun,Home,W,2,1,Chelsea,1.3,2.0,32.0,31641.0,Max Kilman,3-4-3,4-2-3-1,David Coote,Match Report,,14.0,6.0,16.7,1.0,0,0,2024,Wolverhampton Wanderers
512,20,2023-12-27,19:30,Premier League,Matchweek 19,Wed,Away,W,4,1,Brentford,2.4,2.2,40.0,17109.0,Max Kilman,3-4-3,4-3-3,Andy Madley,Match Report,,11.0,5.0,17.8,0.0,0,0,2024,Wolverhampton Wanderers
513,21,2023-12-30,15:00,Premier League,Matchweek 20,Sat,Home,W,3,0,Everton,1.9,0.4,53.0,31639.0,Max Kilman,3-4-3,5-4-1,Thomas Bramall,Match Report,,12.0,6.0,13.4,0.0,0,0,2024,Wolverhampton Wanderers
516,27,2024-02-04,14:00,Premier League,Matchweek 23,Sun,Away,W,4,2,Chelsea,2.0,1.7,36.0,39628.0,Max Kilman,3-4-3,4-2-3-1,Tim Robinson,Match Report,,13.0,6.0,16.6,2.0,1,1,2024,Wolverhampton Wanderers
518,29,2024-02-17,15:00,Premier League,Matchweek 25,Sat,Away,W,2,1,Tottenham,1.8,1.6,29.0,61532.0,José Sá,3-4-3,4-2-3-1,Anthony Taylor,Match Report,,12.0,7.0,15.9,0.0,0,0,2024,Wolverhampton Wanderers
519,30,2024-02-25,13:30,Premier League,Matchweek 26,Sun,Home,W,1,0,Sheffield Utd,1.3,0.6,63.0,30789.0,Max Kilman,3-4-3,3-5-2,Darren Bond,Match Report,,13.0,2.0,14.6,0.0,0,0,2024,Wolverhampton Wanderers
521,33,2024-03-09,15:00,Premier League,Matchweek 28,Sat,Home,W,2,1,Fulham,0.8,2.6,48.0,30860.0,Max Kilman,4-2-3-1,4-2-3-1,Tony Harrington,Match Report,,8.0,3.0,16.3,0.0,0,0,2024,Wolverhampton Wanderers
528,41,2024-04-27,15:00,Premier League,Matchweek 35,Sat,Home,W,2,1,Luton Town,1.2,0.6,58.0,31531.0,Max Kilman,3-5-1-1,3-4-3,David Coote,Match Report,,13.0,5.0,18.8,0.0,0,0,2024,Wolverhampton Wanderers
