,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
343,1,2023-08-21,20:00,Premier League,Matchweek 2,Mon,Home,L,0,1,Arsenal,1.0,2.0,47.0,24189.0,Joel Ward,4-2-3-1,4-3-3,David Coote,Match Report,,14.0,2.0,16.4,1.0,0,0,2024,Crystal Palace
346,5,2023-09-16,15:00,Premier League,Matchweek 5,Sat,Away,L,1,3,Aston Villa,1.2,3.0,34.0,40809.0,Joel Ward,4-4-1-1,4-2-3-1,Darren England,Match Report,,6.0,3.0,16.1,0.0,0,0,2024,Crystal Palace
350,10,2023-10-21,15:00,Premier League,Matchweek 9,Sat,Away,L,0,4,Newcastle Utd,1.2,2.4,41.0,52189.0,Joel Ward,4-3-3,4-3-3,Tim Robinson,Match Report,,17.0,3.0,17.8,1.0,0,0,2024,Crystal Palace
351,11,2023-10-27,20:00,Premier League,Matchweek 10,Fri,Home,L,1,2,Tottenham,0.6,1.1,25.0,25074.0,Joel Ward,4-2-3-1,4-2-3-1,Andy Madley,Match Report,,13.0,3.0,17.2,0.0,0,0,2024,Crystal Palace
353,13,2023-11-11,15:00,Premier League,Matchweek 12,Sat,Home,L,2,3,Everton,2.2,1.5,67.0,25103.0,Joel Ward,4-2-3-1,4-4-1-1,Samuel Barrott,Match Report,,12.0,3.0,17.9,0.0,1,1,2024,Crystal Palace
354,14,2023-11-25,15:00,Premier League,Matchweek 13,Sat,Away,L,1,2,Luton Town,1.6,0.9,61.0,11029.0,Joel Ward,4-2-3-1,3-4-3,Jarred Gillett,Match Report,,16.0,8.0,16.3,1.0,0,0,2024,Crystal Palace
356,16,2023-12-06,19:30,Premier League,Matchweek 15,Wed,Home,L,0,2,Bournemouth,1.0,1.8,59.0,25078.0,Joel Ward,4-2-3-1,4-2-3-1,Craig Pawson,Match Report,,16.0,3.0,18.9,1.0,0,0,2024,Crystal Palace
357,17,2023-12-09,12:30,Premier League,Matchweek 16,Sat,Home,L,1,2,Liverpool,1.7,1.2,24.0,25103.0,Joel Ward,4-3-3,4-3-3,Andy Madley,Match Report,,7.0,3.0,17.4,0.0,1,1,2024,Crystal Palace
360,20,2023-12-27,19:30,Premier League,Matchweek 19,Wed,Away,L,1,2,Chelsea,1.1,2.6,37.0,39618.0,Marc Guéhi,4-3-3,4-2-3-1,Michael Salisbury,Match Report,,13.0,5.0,19.6,2.0,0,0,2024,Crystal Palace
362,24,2024-01-20,12:30,Premier League,Matchweek 21,Sat,Away,L,0,5,Arsenal,0.3,3.3,40.0,60284.0,Marc Guéhi,3-4-3,4-3-3,Paul Tierney,Match Report,,12.0,5.0,24.4,2.0,0,0,2024,Crystal Palace
364,26,2024-02-03,15:00,Premier League,Matchweek 23,Sat,Away,L,1,4,Brighton,0.3,1.4,32.0,31345.0,Marc Guéhi,4-3-3,3-4-3,Simon Hooper,Match Report,,7.0,5.0,20.6,0.0,0,0,2024,Crystal Palace
365,27,2024-02-12,20:00,Premier League,Matchweek 24,Mon,Home,L,1,3,Chelsea,0.6,1.4,23.0,25110.0,Joachim Andersen,4-1-4-1,4-2-3-1,Michael Oliver,Match Report,,13.0,4.0,18.7,0.0,0,0,2024,Crystal Palace
368,30,2024-03-02,15:00,Premier League,Matchweek 27,Sat,Away,L,1,3,Tottenham,0.3,1.9,22.0,61339.0,Joel Ward,3-4-3,4-2-3-1,John Brooks,Match Report,,4.0,1.0,18.6,1.0,0,0,2024,Crystal Palace
371,33,2024-04-02,19:45,Premier League,Matchweek 31,Tue,Away,L,0,1,Bournemouth,0.2,1.1,50.0,11058.0,Joel Ward,3-4-3,4-3-3,Graham Scott,Match Report,,3.0,2.0,15.0,0.0,0,0,2024,Crystal Palace
372,34,2024-04-06,12:30,Premier League,Matchweek 32,Sat,Home,L,2,4,Manchester City,1.1,1.9,25.0,25132.0,Joel Ward,3-4-3,3-2-4-1,Paul Tierney,Match Report,,7.0,4.0,16.8,0.0,0,0,2024,Crystal Palace
