,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
267,1,2023-08-19,17:30,Premier League,Matchweek 2,Sat,Away,L,0,2,Tottenham,2.1,1.7,45.0,61910.0,Bruno Fernandes,4-2-3-1,4-2-3-1,Michael Oliver,Match Report,,22.0,6.0,15.6,1.0,0,0,2024,Manchester United
269,3,2023-09-03,16:30,Premier League,Matchweek 4,Sun,Away,L,1,3,Arsenal,0.9,2.3,45.0,60192.0,Bruno Fernandes,4-2-3-1,4-3-3,Anthony Taylor,Match Report,,10.0,2.0,16.5,0.0,0,0,2024,Manchester United
270,4,2023-09-16,15:00,Premier League,Matchweek 5,Sat,Home,L,1,3,Brighton,1.0,1.7,44.0,73592.0,Bruno Fernandes,4-1-2-1-2◆,4-2-3-1,Jarred Gillett,Match Report,,14.0,4.0,18.6,1.0,0,0,2024,Manchester United
272,8,2023-09-30,15:00,Premier League,Matchweek 7,Sat,Home,L,0,1,Crystal Palace,1.3,0.9,77.0,73428.0,Bruno Fernandes,4-2-3-1,4-3-3,Chris Kavanagh,Match Report,,19.0,3.0,15.5,0.0,0,0,2024,Manchester United
275,13,2023-10-29,15:30,Premier League,Matchweek 10,Sun,Home,L,0,3,Manchester City,0.9,4.0,40.0,73502.0,Bruno Fernandes,4-2-3-1,4-2-3-1,Paul Tierney,Match Report,,7.0,3.0,15.2,0.0,0,0,2024,Manchester United
279,20,2023-12-02,20:00,Premier League,Matchweek 14,Sat,Away,L,0,1,Newcastle Utd,0.5,2.4,42.0,52214.0,Bruno Fernandes,4-2-3-1,4-3-3,Robert Jones,Match Report,,8.0,1.0,18.2,0.0,0,0,2024,Manchester United
281,22,2023-12-09,15:00,Premier League,Matchweek 16,Sat,Home,L,0,3,Bournemouth,1.1,1.5,68.0,73427.0,Bruno Fernandes,4-2-3-1,4-2-3-1,Peter Bankes,Match Report,,20.0,3.0,15.4,0.0,0,0,2024,Manchester United
283,25,2023-12-23,12:30,Premier League,Matchweek 18,Sat,Away,L,0,2,West Ham,1.0,1.2,65.0,64472.0,Bruno Fernandes,4-2-3-1,4-2-3-1,Simon Hooper,Match Report,,11.0,3.0,18.1,0.0,0,0,2024,Manchester United
285,27,2023-12-30,17:30,Premier League,Matchweek 20,Sat,Away,L,1,2,Nott'ham Forest,0.8,0.7,56.0,29529.0,Bruno Fernandes,4-2-3-1,4-2-3-1,Tim Robinson,Match Report,,10.0,5.0,17.5,0.0,0,0,2024,Manchester United
291,35,2024-02-24,15:00,Premier League,Matchweek 26,Sat,Home,L,1,2,Fulham,1.7,1.2,57.0,73487.0,Bruno Fernandes,4-2-3-1,4-2-3-1,Michael Oliver,Match Report,,21.0,8.0,17.3,0.0,0,0,2024,Manchester United
292,37,2024-03-03,15:30,Premier League,Matchweek 27,Sun,Away,L,1,3,Manchester City,0.2,3.3,27.0,53514.0,Bruno Fernandes,4-2-4-0,3-2-4-1,Andy Madley,Match Report,,3.0,1.0,16.7,0.0,0,0,2024,Manchester United
295,41,2024-04-04,20:15,Premier League,Matchweek 31,Thu,Away,L,3,4,Chelsea,1.5,3.0,43.0,39694.0,Bruno Fernandes,4-2-3-1,4-2-3-1,Jarred Gillett,Match Report,,19.0,5.0,16.8,0.0,0,0,2024,Manchester United
300,47,2024-05-06,20:00,Premier League,Matchweek 36,Mon,Away,L,0,4,Crystal Palace,0.4,1.7,57.0,25190.0,Casemiro,4-2-3-1,3-4-3,Jarred Gillett,Match Report,,7.0,2.0,16.7,1.0,0,0,2024,Manchester United
301,48,2024-05-12,16:30,Premier League,Matchweek 37,Sun,Home,L,0,1,Arsenal,0.5,1.5,54.0,73600.0,Scott McTominay,4-2-3-1,4-3-3,Paul Tierney,Match Report,,14.0,2.0,22.9,0.0,0,0,2024,Manchester United
