,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
537,6,2023-09-23,17:30,Premier League,Matchweek 6,Sat,Away,W,3,1,Brentford,1.9,1.0,43.0,16981.0,James Tarkowski,4-4-1-1,4-3-3,Michael Oliver,Match Report,,18.0,6.0,17.8,0.0,0,0,2024,Everton
539,9,2023-10-07,15:00,Premier League,Matchweek 8,Sat,Home,W,3,0,Bournemouth,2.4,0.7,48.0,38815.0,James Tarkowski,4-4-1-1,4-2-3-1,David Coote,Match Report,,25.0,8.0,15.8,0.0,0,0,2024,Everton
541,11,2023-10-29,13:00,Premier League,Matchweek 10,Sun,Away,W,1,0,West Ham,0.8,0.7,36.0,62469.0,James Tarkowski,4-4-1-1,4-2-3-1,Stuart Attwell,Match Report,,10.0,4.0,17.4,0.0,0,0,2024,Everton
543,14,2023-11-11,15:00,Premier League,Matchweek 12,Sat,Away,W,3,2,Crystal Palace,1.5,2.2,33.0,25103.0,James Tarkowski,4-4-1-1,4-2-3-1,Samuel Barrott,Match Report,,8.0,4.0,14.5,0.0,0,0,2024,Everton
545,16,2023-12-02,17:30,Premier League,Matchweek 14,Sat,Away,W,1,0,Nott'ham Forest,0.7,0.7,39.0,29404.0,James Tarkowski,4-4-1-1,4-3-3,Paul Tierney,Match Report,,12.0,2.0,20.8,1.0,0,0,2024,Everton
546,17,2023-12-07,19:30,Premier League,Matchweek 15,Thu,Home,W,3,0,Newcastle Utd,3.3,1.5,38.0,38198.0,Séamus Coleman,4-4-1-1,4-3-3,Tim Robinson,Match Report,,21.0,6.0,13.3,0.0,0,0,2024,Everton
547,18,2023-12-10,14:00,Premier League,Matchweek 16,Sun,Home,W,2,0,Chelsea,1.2,0.9,29.0,39280.0,James Tarkowski,4-4-1-1,4-2-3-1,Michael Oliver,Match Report,,9.0,5.0,16.4,0.0,0,0,2024,Everton
548,19,2023-12-16,17:30,Premier League,Matchweek 17,Sat,Away,W,2,0,Burnley,1.4,0.7,39.0,21413.0,James Tarkowski,5-4-1,4-4-2,Anthony Taylor,Match Report,,9.0,6.0,11.8,1.0,0,0,2024,Everton
562,37,2024-04-06,15:00,Premier League,Matchweek 32,Sat,Home,W,1,0,Burnley,0.9,0.5,38.0,39125.0,Séamus Coleman,4-4-1-1,4-4-2,Michael Oliver,Match Report,,12.0,3.0,20.0,1.0,0,0,2024,Everton
564,39,2024-04-21,13:30,Premier League,Matchweek 34,Sun,Home,W,2,0,Nott'ham Forest,0.3,0.9,41.0,39239.0,James Tarkowski,4-1-4-1,4-2-3-1,Anthony Taylor,Match Report,,7.0,4.0,18.7,0.0,0,0,2024,Everton
565,40,2024-04-24,20:00,Premier League,Matchweek 29,Wed,Home,W,2,0,Liverpool,1.2,2.1,25.0,38222.0,James Tarkowski,4-4-1-1,4-3-3,Andy Madley,Match Report,,16.0,6.0,14.9,0.0,0,0,2024,Everton
566,41,2024-04-27,17:30,Premier League,Matchweek 35,Sat,Home,W,1,0,Brentford,0.8,0.9,48.0,39098.0,James Tarkowski,4-4-1-1,4-3-3,Darren England,Match Report,,18.0,1.0,19.1,1.0,0,0,2024,Everton
568,43,2024-05-11,15:00,Premier League,Matchweek 37,Sat,Home,W,1,0,Sheffield Utd,2.3,0.6,58.0,39221.0,Séamus Coleman,4-4-1-1,3-5-2,Stuart Attwell,Match Report,,15.0,6.0,17.1,0.0,0,0,2024,Everton
