,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
1104,2,2022-08-20,15:00,Premier League,Matchweek 3,Sat,Home,W,3,2,Brentford,2.4,1.8,43.0,21798.0,Tim Ream,4-2-3-1,4-3-3,Peter Bankes,Match Report,,18.0,9.0,15.5,1.0,0,0,2023,Fulham
1106,5,2022-08-30,19:30,Premier League,Matchweek 5,Tue,Home,W,2,1,Brighton,0.7,1.4,39.0,22224.0,Tim Ream,4-2-3-1,3-5-2,Thomas Bramall,Match Report,,10.0,3.0,15.3,1.0,0,0,2023,Fulham
1108,7,2022-09-16,20:00,Premier League,Matchweek 8,Fri,Away,W,3,2,Nott'ham Forest,0.9,1.4,59.0,28654.0,Tim Ream,4-2-3-1,3-4-1-2,Jarred Gillett,Match Report,,15.0,7.0,17.3,2.0,0,0,2023,Fulham
1112,11,2022-10-20,19:30,Premier League,Matchweek 12,Thu,Home,W,3,0,Aston Villa,2.1,1.2,60.0,23508.0,Tim Ream,4-2-3-1,4-3-2-1,Michael Oliver,Match Report,,17.0,6.0,16.7,1.0,1,1,2023,Fulham
1113,12,2022-10-23,14:00,Premier League,Matchweek 13,Sun,Away,W,3,2,Leeds United,1.8,1.6,43.0,36447.0,Tim Ream,4-2-3-1,4-2-3-1,Anthony Taylor,Match Report,,11.0,4.0,11.9,0.0,0,0,2023,Fulham
1117,16,2022-12-26,15:00,Premier League,Matchweek 17,Mon,Away,W,3,0,Crystal Palace,2.5,0.4,64.0,25176.0,Tim Ream,4-2-3-1,4-3-3,Andy Madley,Match Report,,23.0,10.0,13.4,1.0,0,0,2023,Fulham
1118,17,2022-12-31,15:00,Premier League,Matchweek 18,Sat,Home,W,2,1,Southampton,1.5,0.8,62.0,24344.0,Tim Ream,4-2-3-1,3-4-3,Graham Scott,Match Report,,7.0,1.0,18.8,0.0,0,1,2023,Fulham
1119,18,2023-01-03,19:45,Premier League,Matchweek 19,Tue,Away,W,1,0,Leicester City,1.7,1.7,39.0,30813.0,Tim Ream,4-2-3-1,4-2-3-1,Darren Bond,Match Report,,11.0,2.0,19.4,0.0,0,0,2023,Fulham
1120,20,2023-01-12,20:00,Premier League,Matchweek 7,Thu,Home,W,2,1,Chelsea,1.0,2.1,48.0,24460.0,Tim Ream,4-2-3-1,3-5-2,David Coote,Match Report,,8.0,3.0,15.3,0.0,0,0,2023,Fulham
1124,26,2023-02-11,15:00,Premier League,Matchweek 23,Sat,Home,W,2,0,Nott'ham Forest,1.5,0.7,50.0,24244.0,Tim Ream,4-2-3-1,4-2-3-1,Andy Madley,Match Report,,16.0,3.0,15.0,1.0,0,0,2023,Fulham
1125,27,2023-02-18,15:00,Premier League,Matchweek 24,Sat,Away,W,1,0,Brighton,0.3,2.2,35.0,31619.0,Tim Ream,4-2-3-1,4-2-3-1,Darren England,Match Report,,5.0,2.0,16.0,0.0,0,0,2023,Fulham
1131,35,2023-04-15,15:00,Premier League,Matchweek 31,Sat,Away,W,3,1,Everton,1.8,1.4,54.0,39241.0,Tim Ream,4-2-3-1,4-4-2,Anthony Taylor,Match Report,,21.0,7.0,17.9,0.0,0,0,2023,Fulham
1132,36,2023-04-22,12:30,Premier League,Matchweek 32,Sat,Home,W,2,1,Leeds United,1.7,0.8,50.0,24356.0,Tim Ream,4-2-3-1,4-2-3-1,Peter Bankes,Match Report,,12.0,5.0,24.4,3.0,0,0,2023,Fulham
1136,40,2023-05-08,15:00,Premier League,Matchweek 35,Mon,Home,W,5,3,Leicester City,1.6,2.8,57.0,24442.0,Tom Cairney,4-2-3-1,4-2-3-1,Robert Jones,Match Report,,17.0,7.0,17.5,1.0,0,0,2023,Fulham
1137,41,2023-05-13,15:00,Premier League,Matchweek 36,Sat,Away,W,2,0,Southampton,1.4,0.4,64.0,28978.0,Tom Cairney,4-2-3-1,4-2-3-1,Thomas Bramall,Match Report,,9.0,3.0,17.5,0.0,0,0,2023,Fulham
