,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
1447,4,2022-08-27,15:00,Premier League,Matchweek 4,Sat,Away,L,0,1,Brighton,1.8,2.0,56.0,30953.0,Rodrigo,4-2-3-1,4-4-2,Michael Salisbury,Match Report,,10.0,2.0,18.0,1.0,0,0,2023,Leeds United
1449,6,2022-09-03,15:00,Premier League,Matchweek 6,Sat,Away,L,2,5,Brentford,1.7,2.3,68.0,17092.0,Robin Koch,4-2-3-1,4-3-3,Robert Jones,Match Report,,17.0,6.0,21.9,1.0,0,0,2023,Leeds United
1451,8,2022-10-09,14:00,Premier League,Matchweek 10,Sun,Away,L,1,2,Crystal Palace,1.0,1.1,46.0,25042.0,Liam Cooper,4-2-3-1,4-3-3,Paul Tierney,Match Report,,10.0,4.0,18.1,0.0,0,0,2023,Leeds United
1452,9,2022-10-16,14:00,Premier League,Matchweek 11,Sun,Home,L,0,1,Arsenal,1.8,0.5,47.0,36700.0,Liam Cooper,4-2-3-1,4-3-3,Chris Kavanagh,Match Report,,15.0,4.0,18.1,0.0,0,1,2023,Leeds United
1453,10,2022-10-20,20:15,Premier League,Matchweek 12,Thu,Away,L,0,2,Leicester City,1.3,0.8,54.0,30814.0,Patrick Bamford,4-2-3-1,4-1-4-1,Peter Bankes,Match Report,,14.0,2.0,18.3,0.0,0,0,2023,Leeds United
1454,11,2022-10-23,14:00,Premier League,Matchweek 13,Sun,Home,L,2,3,Fulham,1.6,1.8,57.0,36447.0,Liam Cooper,4-2-3-1,4-2-3-1,Anthony Taylor,Match Report,,14.0,5.0,16.3,0.0,0,0,2023,Leeds United
1457,15,2022-11-12,15:00,Premier League,Matchweek 16,Sat,Away,L,3,4,Tottenham,1.1,1.8,45.0,61667.0,Liam Cooper,4-2-3-1,3-4-3,Michael Salisbury,Match Report,,12.0,5.0,16.2,2.0,0,0,2023,Leeds United
1458,16,2022-12-28,20:00,Premier League,Matchweek 17,Wed,Home,L,1,3,Manchester City,0.6,4.3,31.0,36889.0,Liam Cooper,4-3-3,4-3-3,Stuart Attwell,Match Report,,9.0,1.0,19.3,2.0,0,0,2023,Leeds United
1461,20,2023-01-13,20:00,Premier League,Matchweek 20,Fri,Away,L,1,2,Aston Villa,2.4,1.2,48.0,42008.0,Liam Cooper,4-2-3-1,4-4-2,Michael Oliver,Match Report,,16.0,3.0,12.7,0.0,0,0,2023,Leeds United
1463,24,2023-02-05,14:00,Premier League,Matchweek 22,Sun,Away,L,0,1,Nott'ham Forest,0.9,0.4,70.0,29363.0,Liam Cooper,4-2-3-1,4-3-1-2,Robert Jones,Match Report,,10.0,4.0,17.1,0.0,0,0,2023,Leeds United
1465,26,2023-02-12,14:00,Premier League,Matchweek 23,Sun,Home,L,0,2,Manchester Utd,1.8,1.1,34.0,36919.0,Luke Ayling,4-2-3-1,4-2-3-1,Paul Tierney,Match Report,,16.0,6.0,11.6,0.0,0,0,2023,Leeds United
1466,27,2023-02-18,15:00,Premier League,Matchweek 24,Sat,Away,L,0,1,Everton,0.5,1.4,49.0,39232.0,Luke Ayling,4-2-3-1,4-5-1,Andy Madley,Match Report,,8.0,0.0,18.4,0.0,0,0,2023,Leeds United
1468,30,2023-03-04,15:00,Premier League,Matchweek 26,Sat,Away,L,0,1,Chelsea,1.0,1.5,43.0,39905.0,Luke Ayling,4-2-3-1,3-4-3,Michael Oliver,Match Report,,11.0,2.0,13.7,1.0,0,0,2023,Leeds United
1471,33,2023-04-01,15:00,Premier League,Matchweek 29,Sat,Away,L,1,4,Arsenal,0.7,3.8,34.0,60283.0,Luke Ayling,4-3-3,4-3-3,Darren England,Match Report,,7.0,5.0,14.3,0.0,0,0,2023,Leeds United
1473,35,2023-04-09,14:00,Premier League,Matchweek 30,Sun,Home,L,1,5,Crystal Palace,0.9,3.0,48.0,36427.0,Luke Ayling,4-2-3-1,4-3-3,Simon Hooper,Match Report,,11.0,7.0,16.7,1.0,0,0,2023,Leeds United
1474,36,2023-04-17,20:00,Premier League,Matchweek 31,Mon,Home,L,1,6,Liverpool,1.4,2.7,27.0,36657.0,Rodrigo,4-2-3-1,4-3-3,Craig Pawson,Match Report,,13.0,3.0,17.6,0.0,0,0,2023,Leeds United
