,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
1368,0,2022-08-06,17:30,Premier League,Matchweek 1,Sat,Home,L,0,1,Chelsea,0.7,1.5,38.0,39254.0,Jordan Pickford,5-4-1,3-4-3,Craig Pawson,Match Report,,8.0,3.0,13.5,0.0,0,0,2023,Everton
1369,1,2022-08-13,12:30,Premier League,Matchweek 2,Sat,Away,L,1,2,Aston Villa,1.6,2.3,43.0,41883.0,Jordan Pickford,3-4-3,4-1-2-1-2,Michael Oliver,Match Report,,15.0,4.0,14.8,0.0,0,0,2023,Everton
1376,9,2022-10-09,19:00,Premier League,Matchweek 10,Sun,Home,L,1,2,Manchester Utd,0.6,1.4,40.0,39258.0,Séamus Coleman,4-3-3,4-2-3-1,David Coote,Match Report,,11.0,2.0,17.4,0.0,0,0,2023,Everton
1377,10,2022-10-15,17:30,Premier League,Matchweek 11,Sat,Away,L,0,2,Tottenham,0.4,2.2,38.0,61812.0,Séamus Coleman,5-3-2,3-4-3,Paul Tierney,Match Report,,4.0,0.0,13.5,0.0,0,0,2023,Everton
1378,11,2022-10-19,19:30,Premier League,Matchweek 12,Wed,Away,L,0,1,Newcastle Utd,0.2,1.5,51.0,52247.0,Séamus Coleman,4-3-3,4-3-3,Tony Harrington,Match Report,,1.0,0.0,7.5,0.0,0,0,2023,Everton
1381,14,2022-11-05,17:30,Premier League,Matchweek 15,Sat,Home,L,0,2,Leicester City,1.2,2.3,49.0,39206.0,Séamus Coleman,4-3-3,4-1-4-1,David Coote,Match Report,,12.0,2.0,12.9,0.0,0,0,2023,Everton
1382,16,2022-11-12,15:00,Premier League,Matchweek 16,Sat,Away,L,0,3,Bournemouth,0.8,2.4,64.0,10382.0,Jordan Pickford,4-3-3,4-4-2,Craig Pawson,Match Report,,15.0,3.0,18.0,0.0,0,0,2023,Everton
1383,17,2022-12-26,15:00,Premier League,Matchweek 17,Mon,Home,L,1,2,Wolves,1.7,0.8,58.0,39252.0,Jordan Pickford,4-3-3,4-3-3,Craig Pawson,Match Report,,12.0,5.0,19.2,2.0,0,0,2023,Everton
1385,19,2023-01-03,19:45,Premier League,Matchweek 19,Tue,Home,L,1,4,Brighton,1.3,2.2,49.0,39103.0,Jordan Pickford,4-3-3,4-2-3-1,Andre Marriner,Match Report,,9.0,3.0,19.0,0.0,1,1,2023,Everton
1386,21,2023-01-14,15:00,Premier League,Matchweek 20,Sat,Home,L,1,2,Southampton,1.4,1.2,52.0,39305.0,Séamus Coleman,3-4-3,4-2-3-1,John Brooks,Match Report,,12.0,4.0,16.0,0.0,0,0,2023,Everton
1387,22,2023-01-21,15:00,Premier League,Matchweek 21,Sat,Away,L,0,2,West Ham,0.5,2.2,67.0,62470.0,Séamus Coleman,3-4-3,3-4-3,Stuart Attwell,Match Report,,5.0,2.0,14.7,0.0,0,0,2023,Everton
1389,24,2023-02-13,20:00,Premier League,Matchweek 23,Mon,Away,L,0,2,Liverpool,0.4,2.3,41.0,53027.0,Séamus Coleman,4-5-1,4-3-3,Simon Hooper,Match Report,,6.0,1.0,15.3,0.0,0,0,2023,Everton
1391,26,2023-02-25,15:00,Premier League,Matchweek 25,Sat,Home,L,0,2,Aston Villa,1.6,1.9,47.0,39309.0,Séamus Coleman,4-1-4-1,4-4-2,Anthony Taylor,Match Report,,15.0,4.0,12.6,2.0,0,0,2023,Everton
1392,27,2023-03-01,19:45,Premier League,Matchweek 7,Wed,Away,L,0,4,Arsenal,1.2,2.4,27.0,60213.0,Séamus Coleman,4-5-1,4-3-3,Michael Oliver,Match Report,,8.0,5.0,14.9,0.0,0,0,2023,Everton
1397,32,2023-04-08,12:30,Premier League,Matchweek 30,Sat,Away,L,0,2,Manchester Utd,1.0,3.4,37.0,73509.0,Séamus Coleman,4-4-2,4-2-3-1,Michael Oliver,Match Report,,15.0,1.0,18.0,0.0,0,0,2023,Everton
1398,33,2023-04-15,15:00,Premier League,Matchweek 31,Sat,Home,L,1,3,Fulham,1.4,1.8,46.0,39241.0,Jordan Pickford,4-4-2,4-2-3-1,Anthony Taylor,Match Report,,15.0,7.0,17.1,0.0,0,0,2023,Everton
1400,35,2023-04-27,19:45,Premier League,Matchweek 33,Thu,Home,L,1,4,Newcastle Utd,0.9,2.4,40.0,39248.0,Jordan Pickford,4-3-3,4-3-3,Andre Marriner,Match Report,,13.0,5.0,22.3,1.0,0,0,2023,Everton
1403,38,2023-05-14,14:00,Premier League,Matchweek 36,Sun,Home,L,0,3,Manchester City,1.6,0.8,37.0,39376.0,Jordan Pickford,4-2-3-1,4-2-3-1,Anthony Taylor,Match Report,,7.0,2.0,7.6,0.0,0,0,2023,Everton
