,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
878,5,2022-08-31,20:00,Premier League,Matchweek 5,Wed,Away,L,1,2,Liverpool,0.7,1.5,28.0,53316.0,Jamaal Lascelles,4-3-3,4-3-3,Andre Marriner,Match Report,,5.0,2.0,18.2,1.0,0,0,2023,Newcastle United
896,29,2023-02-18,17:30,Premier League,Matchweek 24,Sat,Home,L,0,2,Liverpool,2.0,1.9,38.0,52758.0,Kieran Trippier,4-3-3,4-3-3,Anthony Taylor,Match Report,,14.0,4.0,12.9,0.0,0,0,2023,Newcastle United
897,31,2023-03-04,12:30,Premier League,Matchweek 26,Sat,Away,L,0,2,Manchester City,0.4,1.3,44.0,53419.0,Jamaal Lascelles,4-3-3,4-2-3-1,Simon Hooper,Match Report,,5.0,2.0,15.0,1.0,0,0,2023,Newcastle United
903,37,2023-04-15,12:30,Premier League,Matchweek 31,Sat,Away,L,0,3,Aston Villa,0.5,1.9,48.0,42055.0,Kieran Trippier,4-3-3,4-2-3-1,John Brooks,Match Report,,8.0,2.0,16.8,0.0,0,0,2023,Newcastle United
907,41,2023-05-07,16:30,Premier League,Matchweek 35,Sun,Home,L,0,2,Arsenal,1.3,1.3,55.0,50267.0,Kieran Trippier,4-3-3,4-3-3,Chris Kavanagh,Match Report,,12.0,5.0,14.8,0.0,0,0,2023,Newcastle United
