,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
1257,5,2022-08-28,14:00,Premier League,Matchweek 4,Sun,Away,W,1,0,Aston Villa,0.6,0.5,42.0,41796.0,Declan Rice,3-5-2,4-3-1-2,David Coote,Match Report,,7.0,2.0,24.8,1.0,0,0,2023,West Ham United
1261,11,2022-10-01,17:30,Premier League,Matchweek 9,Sat,Home,W,2,0,Wolves,0.9,0.7,39.0,62444.0,Declan Rice,4-2-3-1,3-4-3,Paul Tierney,Match Report,,18.0,5.0,20.3,1.0,0,0,2023,West Ham United
1262,13,2022-10-09,14:00,Premier League,Matchweek 10,Sun,Home,W,3,1,Fulham,2.4,0.7,50.0,62407.0,Declan Rice,4-2-3-1,4-2-3-1,Chris Kavanagh,Match Report,,16.0,7.0,16.4,0.0,1,1,2023,West Ham United
1265,17,2022-10-24,20:00,Premier League,Matchweek 13,Mon,Home,W,2,0,Bournemouth,1.9,0.4,55.0,62447.0,Declan Rice,4-2-3-1,4-2-3-1,David Coote,Match Report,,19.0,3.0,21.1,1.0,1,1,2023,West Ham United
1273,29,2023-01-21,15:00,Premier League,Matchweek 21,Sat,Home,W,2,0,Everton,2.2,0.5,33.0,62470.0,Declan Rice,3-4-3,3-4-3,Stuart Attwell,Match Report,,11.0,4.0,11.9,0.0,0,0,2023,West Ham United
1277,34,2023-02-25,15:00,Premier League,Matchweek 25,Sat,Home,W,4,0,Nott'ham Forest,2.7,0.4,49.0,62469.0,Declan Rice,4-3-3,4-3-2-1,Jarred Gillett,Match Report,,18.0,5.0,14.9,0.0,0,0,2023,West Ham United
1280,40,2023-04-02,14:00,Premier League,Matchweek 29,Sun,Home,W,1,0,Southampton,1.4,0.3,43.0,62498.0,Declan Rice,4-3-3,4-4-2,Paul Tierney,Match Report,,12.0,2.0,14.2,1.0,0,0,2023,West Ham United
1282,42,2023-04-08,15:00,Premier League,Matchweek 30,Sat,Away,W,1,0,Fulham,1.1,0.7,24.0,24491.0,Declan Rice,4-4-2,4-2-3-1,Jarred Gillett,Match Report,,9.0,5.0,14.1,0.0,0,0,2023,West Ham United
1284,46,2023-04-23,14:00,Premier League,Matchweek 32,Sun,Away,W,4,0,Bournemouth,2.4,1.5,36.0,10465.0,Declan Rice,4-3-3,3-4-3,Anthony Taylor,Match Report,,18.0,10.0,16.2,1.0,0,0,2023,West Ham United
1288,50,2023-05-07,19:00,Premier League,Matchweek 35,Sun,Home,W,1,0,Manchester Utd,1.3,1.2,35.0,62477.0,Declan Rice,4-2-3-1,4-2-3-1,Peter Bankes,Match Report,,15.0,4.0,15.5,0.0,0,0,2023,West Ham United
1290,54,2023-05-21,13:30,Premier League,Matchweek 37,Sun,Home,W,3,1,Leeds United,2.1,0.9,59.0,62478.0,Declan Rice,4-2-3-1,4-3-3,Peter Bankes,Match Report,,19.0,9.0,14.6,0.0,0,0,2023,West Ham United
