,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
1142,2,2022-08-20,15:00,Premier League,Matchweek 3,Sat,Home,W,3,1,Aston Villa,2.6,0.9,51.0,22012.0,Joel Ward,4-3-3,4-3-3,Andy Madley,Match Report,,16.0,8.0,15.6,1.0,0,1,2023,Crystal Palace
1147,8,2022-10-09,14:00,Premier League,Matchweek 10,Sun,Home,W,2,1,Leeds United,1.1,1.0,54.0,25042.0,Joel Ward,4-3-3,4-2-3-1,Paul Tierney,Match Report,,13.0,5.0,17.7,2.0,0,0,2023,Crystal Palace
1149,10,2022-10-18,20:15,Premier League,Matchweek 12,Tue,Home,W,2,1,Wolves,1.2,0.8,51.0,25125.0,Joel Ward,4-3-3,4-2-3-1,David Coote,Match Report,,14.0,4.0,17.3,1.0,0,0,2023,Crystal Palace
1151,12,2022-10-29,15:00,Premier League,Matchweek 14,Sat,Home,W,1,0,Southampton,0.9,1.3,44.0,25130.0,Luka Milivojević,4-3-3,3-5-2,Michael Salisbury,Match Report,,12.0,3.0,20.0,1.0,0,0,2023,Crystal Palace
1152,13,2022-11-06,14:00,Premier League,Matchweek 15,Sun,Away,W,2,1,West Ham,1.0,0.3,58.0,62451.0,Marc Guéhi,4-3-3,4-2-3-1,Paul Tierney,Match Report,,15.0,6.0,20.5,2.0,0,0,2023,Crystal Palace
1155,17,2022-12-31,15:00,Premier League,Matchweek 18,Sat,Away,W,2,0,Bournemouth,1.6,0.6,41.0,9972.0,Joel Ward,4-2-3-1,4-4-2,Andre Marriner,Match Report,,15.0,6.0,18.9,1.0,0,0,2023,Crystal Palace
1168,31,2023-04-01,15:00,Premier League,Matchweek 29,Sat,Home,W,2,1,Leicester City,2.3,0.2,52.0,25147.0,Wilfried Zaha,4-3-3,4-2-3-1,Tim Robinson,Match Report,,31.0,9.0,19.0,2.0,0,0,2023,Crystal Palace
1169,32,2023-04-09,14:00,Premier League,Matchweek 30,Sun,Away,W,5,1,Leeds United,3.0,0.9,52.0,36427.0,Joel Ward,4-3-3,4-2-3-1,Simon Hooper,Match Report,,16.0,7.0,12.3,1.0,0,0,2023,Crystal Palace
1170,33,2023-04-15,15:00,Premier League,Matchweek 31,Sat,Away,W,2,0,Southampton,0.9,0.8,42.0,30309.0,Joel Ward,4-3-3,4-4-2,Michael Oliver,Match Report,,10.0,2.0,23.7,2.0,0,0,2023,Crystal Palace
1173,36,2023-04-29,12:30,Premier League,Matchweek 34,Sat,Home,W,4,3,West Ham,2.1,1.7,59.0,25148.0,Wilfried Zaha,4-3-3,4-2-3-1,Craig Pawson,Match Report,,15.0,5.0,18.1,1.0,1,1,2023,Crystal Palace
1175,38,2023-05-13,15:00,Premier League,Matchweek 36,Sat,Home,W,2,0,Bournemouth,1.5,0.3,59.0,25034.0,Wilfried Zaha,4-2-3-1,4-2-3-1,Michael Salisbury,Match Report,,17.0,5.0,15.2,0.0,0,0,2023,Crystal Palace
