,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
1826,3,2021-08-28,15:00,Premier League,Matchweek 3,Sat,Home,L,0,2,Everton,0.7,1.4,65.0,30548.0,Lewis Dunk,3-4-3,4-4-1-1,Jonathan Moss,Match Report,,14.0,3.0,22.3,2.0,0,0,2022,Brighton and Hove Albion
1832,10,2021-10-23,17:30,Premier League,Matchweek 9,Sat,Home,L,1,4,Manchester City,1.3,3.8,48.0,31215.0,Lewis Dunk,3-5-2,4-3-3,Kevin Friend,Match Report,,9.0,4.0,18.9,0.0,1,1,2022,Brighton and Hove Albion
1835,14,2021-11-20,15:00,Premier League,Matchweek 12,Sat,Away,L,0,2,Aston Villa,0.4,0.7,62.0,41925.0,Lewis Dunk,3-5-2,4-3-3,Anthony Taylor,Match Report,,6.0,2.0,17.7,0.0,0,0,2022,Brighton and Hove Albion
1839,18,2021-12-15,19:30,Premier League,Matchweek 17,Wed,Home,L,0,1,Wolves,1.2,1.0,59.0,30362.0,Dan Burn,4-3-3,3-4-3,Tony Harrington,Match Report,,12.0,2.0,17.8,2.0,0,0,2022,Brighton and Hove Albion
1847,28,2022-02-15,20:15,Premier League,Matchweek 18,Tue,Away,L,0,2,Manchester Utd,0.7,1.7,50.0,73012.0,Lewis Dunk,4-1-2-1-2◆,4-2-3-1,Peter Bankes,Match Report,,10.0,3.0,18.9,0.0,0,0,2022,Brighton and Hove Albion
1848,29,2022-02-19,15:00,Premier League,Matchweek 26,Sat,Home,L,0,3,Burnley,0.6,0.7,68.0,30361.0,Adam Lallana,4-4-2,4-4-2,Kevin Friend,Match Report,,11.0,1.0,19.5,0.0,0,0,2022,Brighton and Hove Albion
1849,30,2022-02-26,15:00,Premier League,Matchweek 27,Sat,Home,L,0,2,Aston Villa,0.7,1.0,66.0,31475.0,Lewis Dunk,3-5-2,4-1-2-1-2,John Brooks,Match Report,,12.0,1.0,19.4,0.0,0,0,2022,Brighton and Hove Albion
1850,31,2022-03-05,15:00,Premier League,Matchweek 28,Sat,Away,L,1,2,Newcastle Utd,1.5,1.7,68.0,52214.0,Lewis Dunk,4-1-2-1-2◆,4-3-3,Martin Atkinson,Match Report,,15.0,4.0,14.2,0.0,0,0,2022,Brighton and Hove Albion
1851,32,2022-03-12,12:30,Premier League,Matchweek 29,Sat,Home,L,0,2,Liverpool,0.5,2.2,52.0,31474.0,Lewis Dunk,4-2-3-1,4-3-3,Mike Dean,Match Report,,8.0,3.0,18.4,0.0,0,0,2022,Brighton and Hove Albion
1852,33,2022-03-16,19:30,Premier League,Matchweek 16,Wed,Home,L,0,2,Tottenham,0.7,2.2,48.0,31144.0,Lewis Dunk,4-2-3-1,3-4-3,Robert Jones,Match Report,,15.0,0.0,18.3,0.0,0,0,2022,Brighton and Hove Albion
1856,37,2022-04-20,20:00,Premier League,Matchweek 30,Wed,Away,L,0,3,Manchester City,0.2,1.3,35.0,52226.0,Lewis Dunk,3-5-2,4-3-3,Mike Dean,Match Report,,2.0,1.0,19.0,1.0,0,0,2022,Brighton and Hove Albion
