,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
1865,4,2021-09-11,15:00,Premier League,Matchweek 4,Sat,Away,W,2,0,Watford,2.2,0.2,55.0,20019.0,Conor Coady,3-4-3,4-1-4-1,Peter Bankes,Match Report,,14.0,5.0,16.4,1.0,0,0,2022,Wolverhampton Wanderers
1867,7,2021-09-26,14:00,Premier League,Matchweek 6,Sun,Away,W,1,0,Southampton,1.0,1.0,43.0,28002.0,Conor Coady,3-4-3,4-4-2,Andy Madley,Match Report,,5.0,3.0,13.5,0.0,0,0,2022,Wolverhampton Wanderers
1868,8,2021-10-02,15:00,Premier League,Matchweek 7,Sat,Home,W,2,1,Newcastle Utd,1.0,0.6,52.0,30483.0,Conor Coady,3-4-3,4-1-4-1,Graham Scott,Match Report,,7.0,3.0,19.7,0.0,0,0,2022,Wolverhampton Wanderers
1869,9,2021-10-16,15:00,Premier League,Matchweek 8,Sat,Away,W,3,2,Aston Villa,2.0,1.0,52.0,41951.0,Conor Coady,3-4-3,3-4-1-2,Michael Oliver,Match Report,,9.0,4.0,14.4,1.0,0,0,2022,Wolverhampton Wanderers
1871,11,2021-11-01,20:00,Premier League,Matchweek 10,Mon,Home,W,2,1,Everton,1.7,1.5,61.0,30617.0,Conor Coady,3-4-3,4-4-2,Martin Atkinson,Match Report,,10.0,4.0,15.6,1.0,0,0,2022,Wolverhampton Wanderers
1873,13,2021-11-20,15:00,Premier League,Matchweek 12,Sat,Home,W,1,0,West Ham,1.4,0.4,52.0,30667.0,Conor Coady,3-4-3,4-2-3-1,Mike Dean,Match Report,,15.0,5.0,19.1,0.0,0,0,2022,Wolverhampton Wanderers
1878,18,2021-12-15,19:30,Premier League,Matchweek 17,Wed,Away,W,1,0,Brighton,1.0,1.2,41.0,30362.0,Conor Coady,3-4-3,4-3-3,Tony Harrington,Match Report,,8.0,5.0,18.0,1.0,0,0,2022,Wolverhampton Wanderers
1880,20,2022-01-03,17:30,Premier League,Matchweek 21,Mon,Away,W,1,0,Manchester Utd,0.7,0.8,49.0,73045.0,Conor Coady,3-4-3,4-2-2-2,Mike Dean,Match Report,,19.0,6.0,20.4,1.0,0,0,2022,Wolverhampton Wanderers
1881,22,2022-01-15,15:00,Premier League,Matchweek 22,Sat,Home,W,3,1,Southampton,2.5,0.8,43.0,30057.0,Conor Coady,3-4-3,3-5-2,Michael Salisbury,Match Report,,8.0,4.0,15.4,0.0,1,1,2022,Wolverhampton Wanderers
1882,23,2022-01-22,15:00,Premier League,Matchweek 23,Sat,Away,W,2,1,Brentford,0.2,1.1,50.0,16982.0,Conor Coady,3-5-2,3-5-2,Peter Bankes,Match Report,,7.0,2.0,21.7,0.0,0,0,2022,Wolverhampton Wanderers
1884,26,2022-02-13,14:00,Premier League,Matchweek 25,Sun,Away,W,2,0,Tottenham,1.3,1.2,42.0,56452.0,Conor Coady,3-5-2,3-4-3,Kevin Friend,Match Report,,11.0,7.0,15.9,0.0,0,0,2022,Wolverhampton Wanderers
1885,27,2022-02-20,16:30,Premier League,Matchweek 26,Sun,Home,W,2,1,Leicester City,0.5,1.7,37.0,31587.0,Conor Coady,3-5-2,4-3-3,Craig Pawson,Match Report,,11.0,3.0,19.4,1.0,0,0,2022,Wolverhampton Wanderers
1889,31,2022-03-10,19:30,Premier League,Matchweek 19,Thu,Home,W,4,0,Watford,0.7,0.6,66.0,29658.0,Conor Coady,3-4-3,4-3-3,Darren England,Match Report,,10.0,5.0,18.9,0.0,0,0,2022,Wolverhampton Wanderers
1890,32,2022-03-13,14:00,Premier League,Matchweek 29,Sun,Away,W,1,0,Everton,0.8,0.4,61.0,39112.0,Conor Coady,3-5-2,3-4-3,Michael Oliver,Match Report,,14.0,3.0,21.7,0.0,0,0,2022,Wolverhampton Wanderers
1892,34,2022-04-02,15:00,Premier League,Matchweek 31,Sat,Home,W,2,1,Aston Villa,1.3,2.1,49.0,31012.0,Conor Coady,3-4-3,4-3-1-2,Darren England,Match Report,,11.0,4.0,15.0,0.0,0,0,2022,Wolverhampton Wanderers
