,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
1976,0,2021-08-13,20:00,Premier League,Matchweek 1,Fri,Home,W,2,0,Arsenal,1.2,1.3,36.0,16479.0,Pontus Jansson,3-5-2,4-2-3-1,Michael Oliver,Match Report,,8.0,3.0,12.1,0.0,0,0,2022,Brentford
1980,5,2021-09-18,12:30,Premier League,Matchweek 5,Sat,Away,W,2,0,Wolves,2.5,0.6,38.0,30000.0,Pontus Jansson,3-5-2,3-4-3,Darren England,Match Report,,8.0,2.0,18.7,0.0,1,1,2022,Brentford
1982,8,2021-10-03,14:00,Premier League,Matchweek 7,Sun,Away,W,2,1,West Ham,1.2,1.5,41.0,49940.0,Pontus Jansson,3-5-2,4-2-3-1,Peter Bankes,Match Report,,13.0,6.0,13.9,1.0,0,0,2022,Brentford
1988,15,2021-11-28,14:00,Premier League,Matchweek 13,Sun,Home,W,1,0,Everton,1.2,1.0,40.0,16957.0,Pontus Jansson,3-5-2,4-4-1-1,Darren England,Match Report,,5.0,3.0,18.9,0.0,1,1,2022,Brentford
1991,18,2021-12-10,20:00,Premier League,Matchweek 16,Fri,Home,W,2,1,Watford,1.6,0.5,63.0,16861.0,Pontus Jansson,3-5-2,4-2-3-1,Michael Oliver,Match Report,,13.0,4.0,15.5,0.0,1,1,2022,Brentford
1994,22,2022-01-02,14:00,Premier League,Matchweek 21,Sun,Home,W,2,1,Aston Villa,0.6,0.8,45.0,16876.0,Pontus Jansson,3-5-2,4-3-3,Craig Pawson,Match Report,,10.0,4.0,17.7,0.0,0,0,2022,Brentford
2003,33,2022-03-05,15:00,Premier League,Matchweek 28,Sat,Away,W,3,1,Norwich City,2.0,1.0,40.0,26887.0,Pontus Jansson,4-5-1,4-2-3-1,Anthony Taylor,Match Report,,8.0,4.0,21.4,0.0,2,2,2022,Brentford
2004,34,2022-03-12,15:00,Premier League,Matchweek 29,Sat,Home,W,2,0,Burnley,1.9,0.7,55.0,17088.0,Pontus Jansson,4-5-1,4-4-2,Paul Tierney,Match Report,,12.0,2.0,21.5,0.0,1,1,2022,Brentford
2006,36,2022-04-02,15:00,Premier League,Matchweek 31,Sat,Away,W,4,1,Chelsea,1.8,1.3,30.0,39061.0,Pontus Jansson,5-3-2,4-3-3,Andy Madley,Match Report,,17.0,6.0,13.5,1.0,0,0,2022,Brentford
2007,37,2022-04-10,14:00,Premier League,Matchweek 32,Sun,Home,W,2,0,West Ham,1.4,0.3,47.0,17032.0,Christian Nørgaard,4-3-3,4-2-3-1,Martin Atkinson,Match Report,,15.0,7.0,15.8,0.0,0,0,2022,Brentford
2008,38,2022-04-16,15:00,Premier League,Matchweek 33,Sat,Away,W,2,1,Watford,1.9,1.7,50.0,21045.0,Pontus Jansson,4-3-3,4-3-3,Simon Hooper,Match Report,,16.0,5.0,19.7,0.0,0,0,2022,Brentford
2011,41,2022-05-07,15:00,Premier League,Matchweek 36,Sat,Home,W,3,0,Southampton,2.6,1.4,41.0,17051.0,Pontus Jansson,4-3-3,4-4-2,Michael Salisbury,Match Report,,18.0,5.0,13.9,1.0,0,0,2022,Brentford
2012,42,2022-05-15,16:30,Premier League,Matchweek 37,Sun,Away,W,3,2,Everton,1.4,2.1,72.0,38819.0,Pontus Jansson,4-3-3,3-4-3,Michael Oliver,Match Report,,18.0,6.0,18.1,1.0,0,0,2022,Brentford
