,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
2015,1,2021-08-21,15:00,Premier League,Matchweek 2,Sat,Home,W,2,0,Newcastle Utd,1.2,0.7,47.0,41964.0,Tyrone Mings,4-3-3,5-3-2,David Coote,Match Report,,9.0,1.0,19.5,0.0,1,1,2022,Aston Villa
2018,5,2021-09-18,17:30,Premier League,Matchweek 5,Sat,Home,W,3,0,Everton,0.8,0.7,55.0,41888.0,Tyrone Mings,5-3-2,4-4-1-1,Craig Pawson,Match Report,,15.0,3.0,19.3,1.0,0,0,2022,Aston Villa
2019,7,2021-09-25,12:30,Premier League,Matchweek 6,Sat,Away,W,1,0,Manchester Utd,1.0,2.2,41.0,72922.0,Tyrone Mings,3-5-2,4-2-3-1,Mike Dean,Match Report,,7.0,3.0,14.1,1.0,0,0,2022,Aston Villa
2025,13,2021-11-20,15:00,Premier League,Matchweek 12,Sat,Home,W,2,0,Brighton,0.7,0.4,38.0,41925.0,Tyrone Mings,4-3-3,3-5-2,Anthony Taylor,Match Report,,9.0,5.0,16.5,0.0,0,0,2022,Aston Villa
2026,14,2021-11-27,15:00,Premier League,Matchweek 13,Sat,Away,W,2,1,Crystal Palace,0.5,1.0,36.0,25203.0,Tyrone Mings,4-3-3,4-2-3-1,Michael Salisbury,Match Report,,10.0,3.0,20.5,2.0,0,0,2022,Aston Villa
2028,16,2021-12-05,16:30,Premier League,Matchweek 15,Sun,Home,W,2,1,Leicester City,2.1,1.1,41.0,41572.0,Tyrone Mings,4-3-3,4-2-3-1,Michael Oliver,Match Report,,13.0,4.0,13.9,0.0,0,0,2022,Aston Villa
2030,18,2021-12-14,19:45,Premier League,Matchweek 17,Tue,Away,W,2,0,Norwich City,2.0,0.5,50.0,26836.0,Tyrone Mings,4-3-3,4-3-3,David Coote,Match Report,,17.0,6.0,16.7,0.0,0,0,2022,Aston Villa
2034,23,2022-01-22,12:30,Premier League,Matchweek 23,Sat,Away,W,1,0,Everton,0.8,1.6,50.0,38203.0,Tyrone Mings,4-3-3,4-4-2,Craig Pawson,Match Report,,8.0,3.0,19.8,2.0,0,0,2022,Aston Villa
2038,27,2022-02-26,15:00,Premier League,Matchweek 27,Sat,Away,W,2,0,Brighton,1.0,0.7,34.0,31475.0,Tyrone Mings,4-1-2-1-2◆,3-5-2,John Brooks,Match Report,,9.0,4.0,17.5,1.0,0,0,2022,Aston Villa
2039,28,2022-03-05,15:00,Premier League,Matchweek 28,Sat,Home,W,4,0,Southampton,2.5,1.1,38.0,41855.0,Tyrone Mings,4-3-1-2,4-4-2,Peter Bankes,Match Report,,14.0,9.0,15.7,0.0,0,0,2022,Aston Villa
2040,29,2022-03-10,19:45,Premier League,Matchweek 20,Thu,Away,W,3,0,Leeds United,1.5,0.2,49.0,36400.0,Tyrone Mings,4-3-1-2,4-2-3-1,Simon Hooper,Match Report,,15.0,9.0,19.6,1.0,0,0,2022,Aston Villa
2046,35,2022-04-30,15:00,Premier League,Matchweek 35,Sat,Home,W,2,0,Norwich City,1.8,0.5,45.0,40290.0,Tyrone Mings,4-1-4-1,4-2-3-1,John Brooks,Match Report,,21.0,6.0,15.7,0.0,0,0,2022,Aston Villa
2047,36,2022-05-07,15:00,Premier League,Matchweek 36,Sat,Away,W,3,1,Burnley,2.1,1.9,51.0,20891.0,Tyrone Mings,4-1-2-1-2◆,4-4-2,David Coote,Match Report,,12.0,7.0,18.3,1.0,0,0,2022,Aston Villa
