,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
1750,2,2021-08-28,15:00,Premier League,Matchweek 3,Sat,Home,D,2,2,Crystal Palace,1.3,1.1,47.0,59751.0,Declan Rice,4-2-3-1,4-3-3,Stuart Attwell,Match Report,,14.0,4.0,15.2,0.0,0,0,2022,West Ham United
1751,3,2021-09-11,15:00,Premier League,Matchweek 4,Sat,Away,D,0,0,Southampton,0.7,0.7,58.0,30000.0,Declan Rice,4-2-3-1,4-1-4-1,David Coote,Match Report,,13.0,3.0,20.0,1.0,0,0,2022,West Ham United
1761,20,2021-12-01,19:30,Premier League,Matchweek 14,Wed,Home,D,1,1,Brighton,1.3,1.3,35.0,59626.0,Declan Rice,4-2-3-1,4-2-3-1,Chris Kavanagh,Match Report,,14.0,5.0,22.6,0.0,0,0,2022,West Ham United
1763,23,2021-12-12,14:00,Premier League,Matchweek 16,Sun,Away,D,0,0,Burnley,0.8,0.8,60.0,18065.0,Declan Rice,4-2-3-1,4-4-2,Graham Scott,Match Report,,16.0,3.0,18.6,0.0,0,0,2022,West Ham United
1772,35,2022-02-13,16:30,Premier League,Matchweek 25,Sun,Away,D,2,2,Leicester City,1.1,1.4,45.0,32061.0,Declan Rice,4-2-3-1,4-3-3,Michael Oliver,Match Report,,8.0,3.0,16.1,0.0,0,0,2022,West Ham United
1773,36,2022-02-19,12:30,Premier League,Matchweek 26,Sat,Home,D,1,1,Newcastle Utd,0.6,0.8,47.0,59949.0,Declan Rice,4-2-3-1,4-3-3,Chris Kavanagh,Match Report,,11.0,3.0,14.4,0.0,0,0,2022,West Ham United
1780,48,2022-04-17,14:15,Premier League,Matchweek 33,Sun,Home,D,1,1,Burnley,2.2,1.8,61.0,59958.0,Declan Rice,4-2-3-1,4-4-2,Paul Tierney,Match Report,,21.0,6.0,14.7,0.0,0,0,2022,West Ham United
1784,54,2022-05-15,14:00,Premier League,Matchweek 37,Sun,Home,D,2,2,Manchester City,1.1,2.4,22.0,59972.0,Declan Rice,4-2-3-1,4-3-3,Anthony Taylor,Match Report,,6.0,2.0,13.7,0.0,0,0,2022,West Ham United
