,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
1900,0,2021-08-15,14:00,Premier League,Matchweek 1,Sun,Home,L,2,4,West Ham,1.8,2.7,46.0,50673.0,Federico Fernández,5-3-2,4-2-3-1,Martin Atkinson,Match Report,,17.0,3.0,16.3,0.0,0,0,2022,Newcastle United
1901,1,2021-08-21,15:00,Premier League,Matchweek 2,Sat,Away,L,0,2,Aston Villa,0.7,1.2,53.0,41964.0,Jamaal Lascelles,5-3-2,4-3-3,David Coote,Match Report,,9.0,1.0,16.1,0.0,0,0,2022,Newcastle United
1903,4,2021-09-11,15:00,Premier League,Matchweek 4,Sat,Away,L,1,4,Manchester Utd,0.4,2.5,37.0,72732.0,Jamaal Lascelles,5-4-1,4-2-3-1,Anthony Taylor,Match Report,,12.0,3.0,22.5,0.0,0,0,2022,Newcastle United
1906,7,2021-10-02,15:00,Premier League,Matchweek 7,Sat,Away,L,1,2,Wolves,0.6,1.0,48.0,30483.0,Federico Fernández,4-1-4-1,3-4-3,Graham Scott,Match Report,,8.0,2.0,16.5,1.0,0,0,2022,Newcastle United
1907,8,2021-10-17,16:30,Premier League,Matchweek 8,Sun,Home,L,2,3,Tottenham,0.4,1.7,36.0,52214.0,Jamaal Lascelles,4-1-4-1,4-2-3-1,Andre Marriner,Match Report,,7.0,1.0,17.4,0.0,0,0,2022,Newcastle United
1909,10,2021-10-30,15:00,Premier League,Matchweek 10,Sat,Home,L,0,3,Chelsea,0.2,2.2,21.0,52208.0,Jamaal Lascelles,5-3-2,3-4-3,Paul Tierney,Match Report,,6.0,1.0,19.7,0.0,0,0,2022,Newcastle United
1912,13,2021-11-27,12:30,Premier League,Matchweek 13,Sat,Away,L,0,2,Arsenal,0.3,2.5,34.0,59886.0,Jamaal Lascelles,4-4-2,4-4-1-1,Stuart Attwell,Match Report,,9.0,5.0,24.5,0.0,0,0,2022,Newcastle United
1915,16,2021-12-12,14:00,Premier League,Matchweek 16,Sun,Away,L,0,4,Leicester City,1.0,2.6,53.0,31959.0,Jamaal Lascelles,4-4-2,4-2-3-1,Peter Bankes,Match Report,,12.0,3.0,18.1,0.0,0,0,2022,Newcastle United
1916,17,2021-12-16,20:00,Premier League,Matchweek 17,Thu,Away,L,1,3,Liverpool,0.3,2.7,26.0,52951.0,Jamaal Lascelles,4-5-1,4-3-3,Mike Dean,Match Report,,5.0,3.0,31.4,2.0,0,0,2022,Newcastle United
1917,18,2021-12-19,14:15,Premier League,Matchweek 18,Sun,Home,L,0,4,Manchester City,0.3,2.9,29.0,52127.0,Jamaal Lascelles,4-5-1,4-2-3-1,Martin Atkinson,Match Report,,5.0,1.0,19.9,0.0,0,0,2022,Newcastle United
1927,29,2022-03-13,14:00,Premier League,Matchweek 29,Sun,Away,L,0,1,Chelsea,0.3,1.1,29.0,40026.0,Jamaal Lascelles,5-4-1,4-3-3,David Coote,Match Report,,7.0,2.0,18.2,0.0,0,0,2022,Newcastle United
1928,30,2022-03-17,19:45,Premier League,Matchweek 20,Thu,Away,L,0,1,Everton,0.9,0.7,61.0,39068.0,Fabian Schär,4-3-3,4-2-3-1,Craig Pawson,Match Report,,17.0,6.0,20.7,1.0,0,0,2022,Newcastle United
1929,31,2022-04-03,16:30,Premier League,Matchweek 31,Sun,Away,L,1,5,Tottenham,0.5,3.1,40.0,57553.0,Jonjo Shelvey,4-3-3,3-4-3,Martin Atkinson,Match Report,,8.0,1.0,18.0,1.0,0,0,2022,Newcastle United
1934,36,2022-04-30,12:30,Premier League,Matchweek 35,Sat,Home,L,0,1,Liverpool,0.2,2.3,36.0,52281.0,Jonjo Shelvey,4-3-3,4-3-3,Andre Marriner,Match Report,,4.0,2.0,28.3,1.0,0,0,2022,Newcastle United
1935,37,2022-05-08,16:30,Premier League,Matchweek 36,Sun,Away,L,0,5,Manchester City,0.8,3.1,29.0,53336.0,Jamaal Lascelles,4-3-3,4-2-3-1,Stuart Attwell,Match Report,,7.0,3.0,16.5,0.0,0,0,2022,Newcastle United
