,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
1787,2,2021-08-23,20:00,Premier League,Matchweek 2,Mon,Away,L,1,4,West Ham,0.6,2.3,48.0,59901.0,Kasper Schmeichel,4-2-3-1,4-2-3-1,Michael Oliver,Match Report,,5.0,1.0,14.3,0.0,0,0,2022,Leicester City
1789,4,2021-09-11,15:00,Premier League,Matchweek 4,Sat,Home,L,0,1,Manchester City,0.6,2.8,39.0,32087.0,Kasper Schmeichel,4-2-3-1,4-3-3,Paul Tierney,Match Report,,6.0,1.0,12.1,0.0,0,0,2022,Leicester City
1790,6,2021-09-19,14:00,Premier League,Matchweek 5,Sun,Away,L,1,2,Brighton,1.6,1.7,63.0,31078.0,Kasper Schmeichel,4-3-3,4-4-2,Stuart Attwell,Match Report,,14.0,3.0,19.9,0.0,0,0,2022,Leicester City
1795,15,2021-10-30,12:30,Premier League,Matchweek 10,Sat,Home,L,0,2,Arsenal,1.3,0.7,64.0,32209.0,Kasper Schmeichel,3-4-1-2,4-4-1-1,Michael Oliver,Match Report,,16.0,8.0,17.3,2.0,0,0,2022,Leicester City
1797,18,2021-11-20,12:30,Premier League,Matchweek 12,Sat,Home,L,0,3,Chelsea,0.4,2.0,39.0,35497.0,Kasper Schmeichel,3-4-3,3-4-3,Paul Tierney,Match Report,,4.0,3.0,24.4,0.0,0,0,2022,Leicester City
1800,22,2021-12-05,16:30,Premier League,Matchweek 15,Sun,Away,L,1,2,Aston Villa,1.1,2.1,59.0,41572.0,Kasper Schmeichel,4-2-3-1,4-3-3,Michael Oliver,Match Report,,12.0,4.0,15.9,0.0,0,0,2022,Leicester City
1802,26,2021-12-26,15:00,Premier League,Matchweek 19,Sun,Away,L,3,6,Manchester City,2.7,3.6,28.0,53226.0,Kasper Schmeichel,4-4-1-1,4-3-3,Chris Kavanagh,Match Report,,14.0,8.0,16.9,1.0,0,0,2022,Leicester City
1804,29,2022-01-19,19:30,Premier League,Matchweek 17,Wed,Home,L,2,3,Tottenham,1.2,3.1,49.0,31986.0,Kasper Schmeichel,3-5-2,3-5-2,Jonathan Moss,Match Report,,14.0,4.0,18.2,0.0,0,0,2022,Leicester City
1806,32,2022-02-10,19:45,Premier League,Matchweek 24,Thu,Away,L,0,2,Liverpool,0.5,1.8,36.0,53050.0,Kasper Schmeichel,4-2-3-1,4-3-3,Chris Kavanagh,Match Report,,5.0,1.0,17.3,1.0,0,0,2022,Leicester City
1808,35,2022-02-20,16:30,Premier League,Matchweek 26,Sun,Away,L,1,2,Wolves,1.7,0.5,63.0,31587.0,Kasper Schmeichel,4-3-3,3-5-2,Craig Pawson,Match Report,,17.0,7.0,19.6,1.0,0,0,2022,Leicester City
1811,40,2022-03-13,16:30,Premier League,Matchweek 29,Sun,Away,L,0,2,Arsenal,0.4,2.4,54.0,60111.0,Kasper Schmeichel,4-2-3-1,4-2-3-1,Anthony Taylor,Match Report,,6.0,3.0,15.1,0.0,0,0,2022,Leicester City
1815,47,2022-04-17,14:15,Premier League,Matchweek 33,Sun,Away,L,1,2,Newcastle Utd,0.6,1.8,68.0,52104.0,Kasper Schmeichel,4-1-4-1,4-3-3,Jarred Gillett,Match Report,,8.0,2.0,16.4,0.0,0,0,2022,Leicester City
1818,51,2022-05-01,14:00,Premier League,Matchweek 35,Sun,Away,L,1,3,Tottenham,0.5,1.2,60.0,59482.0,Kasper Schmeichel,3-5-2,3-4-3,Jonathan Moss,Match Report,,6.0,2.0,20.4,0.0,0,0,2022,Leicester City
1819,53,2022-05-08,14:00,Premier League,Matchweek 36,Sun,Home,L,1,2,Everton,1.5,1.1,66.0,32001.0,Kasper Schmeichel,3-1-4-2,5-4-1,Craig Pawson,Match Report,,16.0,8.0,19.8,0.0,0,0,2022,Leicester City
