,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
2129,1,2021-08-21,15:00,Premier League,Matchweek 2,Sat,Home,D,2,2,Everton,1.2,1.8,69.0,36293.0,Liam Cooper,3-3-3-1,4-4-1-1,Darren England,Match Report,,17.0,4.0,20.9,0.0,0,0,2022,Leeds United
2130,3,2021-08-29,14:00,Premier League,Matchweek 3,Sun,Away,D,1,1,Burnley,1.2,1.0,64.0,20000.0,Liam Cooper,3-3-3-1,4-4-2,Michael Oliver,Match Report,,12.0,2.0,16.1,0.0,0,0,2022,Leeds United
2132,5,2021-09-17,20:00,Premier League,Matchweek 5,Fri,Away,D,1,1,Newcastle Utd,1.5,1.3,65.0,50407.0,Liam Cooper,4-1-4-1,5-4-1,Mike Dean,Match Report,,22.0,9.0,20.4,0.0,0,0,2022,Leeds United
2136,10,2021-10-23,15:00,Premier League,Matchweek 9,Sat,Home,D,1,1,Wolves,1.6,0.9,62.0,36475.0,Liam Cooper,4-4-1-1,3-4-3,Robert Jones,Match Report,,17.0,3.0,19.2,0.0,1,1,2022,Leeds United
2138,13,2021-11-07,14:00,Premier League,Matchweek 11,Sun,Home,D,1,1,Leicester City,1.3,0.7,56.0,36478.0,Liam Cooper,4-2-3-1,4-3-3,Darren England,Match Report,,18.0,5.0,17.7,1.0,0,0,2022,Leeds United
2140,15,2021-11-27,17:30,Premier League,Matchweek 13,Sat,Away,D,0,0,Brighton,0.6,2.1,43.0,31166.0,Liam Cooper,4-2-3-1,4-2-3-1,Craig Pawson,Match Report,,11.0,4.0,17.4,1.0,0,0,2022,Leeds United
2142,17,2021-12-05,14:00,Premier League,Matchweek 15,Sun,Home,D,2,2,Brentford,1.2,1.0,63.0,35639.0,Liam Cooper,3-4-3,3-5-2,David Coote,Match Report,,13.0,6.0,17.3,0.0,0,0,2022,Leeds United
2149,25,2022-02-09,20:00,Premier League,Matchweek 24,Wed,Away,D,3,3,Aston Villa,1.8,1.6,60.0,41927.0,Luke Ayling,4-2-3-1,4-3-3,Jarred Gillett,Match Report,,16.0,7.0,13.9,0.0,0,0,2022,Leeds United
2158,34,2022-04-02,15:00,Premier League,Matchweek 31,Sat,Home,D,1,1,Southampton,1.2,1.4,56.0,36580.0,Liam Cooper,4-2-3-1,4-3-1-2,Anthony Taylor,Match Report,,12.0,3.0,17.8,0.0,0,0,2022,Leeds United
2160,36,2022-04-25,20:00,Premier League,Matchweek 34,Mon,Away,D,0,0,Crystal Palace,0.5,1.9,47.0,25357.0,Liam Cooper,4-2-3-1,4-3-3,Darren England,Match Report,,9.0,2.0,17.4,0.0,0,0,2022,Leeds United
2164,40,2022-05-15,14:00,Premier League,Matchweek 37,Sun,Home,D,1,1,Brighton,1.6,2.2,50.0,36638.0,Liam Cooper,4-2-3-1,3-4-3,Mike Dean,Match Report,,19.0,4.0,15.1,1.0,0,0,2022,Leeds United
