,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
1711,1,2021-08-22,14:00,Premier League,Matchweek 2,Sun,Away,D,1,1,Southampton,1.8,0.7,63.0,32000.0,Harry Maguire,4-2-3-1,4-4-2,Craig Pawson,Match Report,,15.0,3.0,15.1,1.0,0,0,2022,Manchester United
1716,9,2021-10-02,12:30,Premier League,Matchweek 7,Sat,Home,D,1,1,Everton,1.0,1.3,72.0,73128.0,Bruno Fernandes,4-2-3-1,4-4-1-1,Michael Oliver,Match Report,,13.0,6.0,15.1,0.0,0,0,2022,Manchester United
1722,18,2021-11-28,16:30,Premier League,Matchweek 13,Sun,Away,D,1,1,Chelsea,0.9,2.7,35.0,40041.0,Bruno Fernandes,4-3-1-2,3-4-3,Anthony Taylor,Match Report,,3.0,2.0,20.7,0.0,0,0,2022,Manchester United
1726,23,2021-12-27,20:00,Premier League,Matchweek 19,Mon,Away,D,1,1,Newcastle Utd,1.6,1.3,68.0,52178.0,Harry Maguire,4-2-2-2,4-5-1,Craig Pawson,Match Report,,13.0,3.0,17.9,0.0,0,0,2022,Manchester United
1729,27,2022-01-15,17:30,Premier League,Matchweek 22,Sat,Away,D,2,2,Aston Villa,1.0,1.9,46.0,41968.0,Bruno Fernandes,4-3-3,4-3-3,David Coote,Match Report,,13.0,6.0,17.5,1.0,0,0,2022,Manchester United
1732,31,2022-02-08,20:00,Premier League,Matchweek 24,Tue,Away,D,1,1,Burnley,1.8,0.4,63.0,21233.0,Harry Maguire,4-2-3-1,4-4-2,Mike Dean,Match Report,,22.0,5.0,15.9,0.0,0,0,2022,Manchester United
1733,32,2022-02-12,12:30,Premier League,Matchweek 25,Sat,Home,D,1,1,Southampton,2.1,0.8,53.0,73084.0,Harry Maguire,4-2-3-1,4-4-2,Stuart Attwell,Match Report,,12.0,7.0,11.7,0.0,0,0,2022,Manchester United
1736,36,2022-02-26,15:00,Premier League,Matchweek 27,Sat,Home,D,0,0,Watford,2.8,0.6,67.0,73152.0,Bruno Fernandes,4-2-3-1,4-3-3,Kevin Friend,Match Report,,22.0,3.0,16.9,1.0,0,0,2022,Manchester United
1739,40,2022-04-02,17:30,Premier League,Matchweek 31,Sat,Home,D,1,1,Leicester City,0.9,0.8,54.0,73444.0,Harry Maguire,4-2-3-1,4-2-3-1,Andre Marriner,Match Report,,11.0,5.0,14.7,0.0,0,0,2022,Manchester United
1744,45,2022-04-28,19:45,Premier League,Matchweek 37,Thu,Home,D,1,1,Chelsea,0.5,1.9,36.0,73564.0,Bruno Fernandes,4-2-3-1,3-4-1-2,Mike Dean,Match Report,,6.0,3.0,15.9,0.0,0,0,2022,Manchester United
