,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
1862,0,2021-08-14,15:00,Premier League,Matchweek 1,Sat,Away,L,0,1,Leicester City,1.3,0.5,44.0,31983.0,Conor Coady,3-4-3,4-2-3-1,Craig Pawson,Match Report,,17.0,3.0,17.9,0.0,0,0,2022,Wolverhampton Wanderers
1863,1,2021-08-22,14:00,Premier League,Matchweek 2,Sun,Home,L,0,1,Tottenham,1.7,1.7,58.0,30368.0,Conor Coady,3-4-3,4-3-3,Stuart Attwell,Match Report,,25.0,6.0,20.3,0.0,0,0,2022,Wolverhampton Wanderers
1864,3,2021-08-29,16:30,Premier League,Matchweek 3,Sun,Home,L,0,1,Manchester Utd,2.1,0.6,44.0,30621.0,Conor Coady,3-4-3,4-2-3-1,Mike Dean,Match Report,,15.0,5.0,15.9,0.0,0,0,2022,Wolverhampton Wanderers
1866,5,2021-09-18,12:30,Premier League,Matchweek 5,Sat,Home,L,0,2,Brentford,0.6,2.5,62.0,30000.0,Conor Coady,3-4-3,3-5-2,Darren England,Match Report,,11.0,0.0,22.8,1.0,0,0,2022,Wolverhampton Wanderers
1872,12,2021-11-06,15:00,Premier League,Matchweek 11,Sat,Away,L,0,2,Crystal Palace,0.3,1.9,40.0,24390.0,Conor Coady,3-4-3,4-3-3,Graham Scott,Match Report,,4.0,2.0,18.8,1.0,0,0,2022,Wolverhampton Wanderers
1876,16,2021-12-04,15:00,Premier League,Matchweek 15,Sat,Home,L,0,1,Liverpool,0.1,2.7,34.0,30729.0,Conor Coady,3-4-3,4-3-3,Chris Kavanagh,Match Report,,3.0,1.0,23.7,0.0,0,0,2022,Wolverhampton Wanderers
1877,17,2021-12-11,12:30,Premier League,Matchweek 16,Sat,Away,L,0,1,Manchester City,0.2,3.2,29.0,52613.0,Conor Coady,3-5-2,4-3-3,Jonathan Moss,Match Report,,2.0,1.0,10.2,0.0,0,0,2022,Wolverhampton Wanderers
1883,25,2022-02-10,19:45,Premier League,Matchweek 24,Thu,Home,L,0,1,Arsenal,0.8,1.8,58.0,31523.0,Conor Coady,3-4-3,4-2-3-1,Michael Oliver,Match Report,,15.0,4.0,19.1,2.0,0,0,2022,Wolverhampton Wanderers
1886,28,2022-02-24,19:45,Premier League,Matchweek 20,Thu,Away,L,1,2,Arsenal,1.0,3.1,44.0,59888.0,Conor Coady,3-4-3,4-2-3-1,Martin Atkinson,Match Report,,6.0,2.0,14.8,0.0,0,0,2022,Wolverhampton Wanderers
1887,29,2022-02-27,14:00,Premier League,Matchweek 27,Sun,Away,L,0,1,West Ham,0.7,1.8,61.0,59946.0,Conor Coady,3-4-3,3-4-3,Anthony Taylor,Match Report,,14.0,1.0,21.1,0.0,0,0,2022,Wolverhampton Wanderers
1888,30,2022-03-05,15:00,Premier League,Matchweek 28,Sat,Home,L,0,2,Crystal Palace,0.7,2.7,63.0,31395.0,Conor Coady,3-4-3,4-2-3-1,Andy Madley,Match Report,,12.0,5.0,19.8,0.0,0,0,2022,Wolverhampton Wanderers
1891,33,2022-03-18,20:00,Premier League,Matchweek 30,Fri,Home,L,2,3,Leeds United,1.2,2.0,48.0,31842.0,Conor Coady,3-4-3,4-2-3-1,Kevin Friend,Match Report,,14.0,8.0,20.9,0.0,0,0,2022,Wolverhampton Wanderers
1893,35,2022-04-08,20:00,Premier League,Matchweek 32,Fri,Away,L,0,1,Newcastle Utd,0.4,1.5,58.0,52164.0,Conor Coady,3-4-3,4-3-3,Peter Bankes,Match Report,,5.0,2.0,18.2,0.0,0,0,2022,Wolverhampton Wanderers
1894,36,2022-04-24,14:00,Premier League,Matchweek 34,Sun,Away,L,0,1,Burnley,0.6,1.4,64.0,19246.0,Conor Coady,3-4-3,4-4-2,Anthony Taylor,Match Report,,10.0,4.0,19.0,0.0,0,0,2022,Wolverhampton Wanderers
1895,37,2022-04-30,15:00,Premier League,Matchweek 35,Sat,Home,L,0,3,Brighton,0.7,2.6,49.0,31243.0,Conor Coady,3-5-2,3-4-3,Simon Hooper,Match Report,,11.0,1.0,18.7,1.0,0,0,2022,Wolverhampton Wanderers
1897,39,2022-05-11,20:15,Premier League,Matchweek 33,Wed,Home,L,1,5,Manchester City,0.5,2.3,34.0,32000.0,Conor Coady,3-5-2,4-2-3-1,Martin Atkinson,Match Report,,7.0,3.0,16.9,0.0,0,0,2022,Wolverhampton Wanderers
1899,41,2022-05-22,16:00,Premier League,Matchweek 38,Sun,Away,L,1,3,Liverpool,1.3,2.7,37.0,53097.0,Conor Coady,3-5-2,4-3-3,Anthony Taylor,Match Report,,7.0,5.0,14.7,0.0,0,0,2022,Wolverhampton Wanderers
