,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
1598,3,2021-08-28,17:30,Premier League,Matchweek 3,Sat,Away,D,1,1,Liverpool,0.6,2.5,35.0,54000.0,César Azpilicueta,3-4-3,4-3-3,Anthony Taylor,Match Report,,6.0,3.0,12.5,0.0,0,0,2022,Chelsea
1606,17,2021-11-06,15:00,Premier League,Matchweek 11,Sat,Home,D,1,1,Burnley,1.8,0.7,70.0,39798.0,Jorginho,3-4-1-2,4-4-2,Andre Marriner,Match Report,,25.0,4.0,16.0,0.0,0,0,2022,Chelsea
1608,20,2021-11-28,16:30,Premier League,Matchweek 13,Sun,Home,D,1,1,Manchester Utd,2.7,0.9,65.0,40041.0,Jorginho,3-4-3,4-3-1-2,Anthony Taylor,Match Report,,23.0,5.0,16.8,0.0,1,1,2022,Chelsea
1612,25,2021-12-16,19:45,Premier League,Matchweek 17,Thu,Home,D,1,1,Everton,2.9,0.6,80.0,13933.0,César Azpilicueta,3-4-3,5-4-1,Michael Oliver,Match Report,,23.0,10.0,14.7,2.0,0,0,2022,Chelsea
1613,26,2021-12-19,14:00,Premier League,Matchweek 18,Sun,Away,D,0,0,Wolves,0.9,0.2,63.0,30631.0,César Azpilicueta,3-4-3,3-5-2,David Coote,Match Report,,8.0,1.0,14.9,0.0,0,0,2022,Chelsea
1615,29,2021-12-29,19:30,Premier League,Matchweek 20,Wed,Home,D,1,1,Brighton,0.7,0.9,47.0,40080.0,César Azpilicueta,3-4-3,3-4-3,Mike Dean,Match Report,,11.0,5.0,13.6,0.0,0,0,2022,Chelsea
1616,30,2022-01-02,16:30,Premier League,Matchweek 21,Sun,Home,D,2,2,Liverpool,1.2,1.3,54.0,40072.0,César Azpilicueta,3-4-3,4-3-3,Anthony Taylor,Match Report,,15.0,6.0,18.0,3.0,0,0,2022,Chelsea
1618,35,2022-01-18,20:00,Premier League,Matchweek 24,Tue,Away,D,1,1,Brighton,0.7,0.7,56.0,30880.0,César Azpilicueta,4-2-2-2,4-1-4-1,Kevin Friend,Match Report,,15.0,3.0,21.1,1.0,0,0,2022,Chelsea
1628,54,2022-04-28,19:45,Premier League,Matchweek 37,Thu,Away,D,1,1,Manchester Utd,1.9,0.5,64.0,73564.0,César Azpilicueta,3-4-1-2,4-2-3-1,Mike Dean,Match Report,,21.0,6.0,17.4,0.0,0,0,2022,Chelsea
1630,56,2022-05-07,15:00,Premier League,Matchweek 36,Sat,Home,D,2,2,Wolves,1.7,2.0,59.0,32190.0,César Azpilicueta,3-4-1-2,3-5-2,Peter Bankes,Match Report,,18.0,5.0,18.2,2.0,1,1,2022,Chelsea
1632,59,2022-05-19,20:00,Premier League,Matchweek 27,Thu,Home,D,1,1,Leicester City,1.6,0.1,67.0,31478.0,Jorginho,3-4-3,3-1-4-2,Stuart Attwell,Match Report,,20.0,7.0,20.0,2.0,0,0,2022,Chelsea
