,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
1601,8,2021-09-25,12:30,Premier League,Matchweek 6,Sat,Home,L,0,1,Manchester City,0.2,1.7,41.0,40036.0,César Azpilicueta,3-5-2,4-3-3,Michael Oliver,Match Report,,5.0,0.0,27.9,1.0,0,0,2022,Chelsea
1610,22,2021-12-04,12:30,Premier League,Matchweek 15,Sat,Away,L,2,3,West Ham,1.1,1.8,63.0,59942.0,Jorginho,3-4-3,3-4-3,Andre Marriner,Match Report,,19.0,7.0,17.5,0.0,0,0,2022,Chelsea
1617,34,2022-01-15,12:30,Premier League,Matchweek 22,Sat,Away,L,0,1,Manchester City,0.3,1.0,44.0,53319.0,César Azpilicueta,3-4-3,4-2-3-1,Craig Pawson,Match Report,,4.0,1.0,19.1,0.0,0,0,2022,Chelsea
1624,47,2022-04-02,15:00,Premier League,Matchweek 31,Sat,Home,L,1,4,Brentford,1.3,1.8,70.0,39061.0,César Azpilicueta,4-3-3,5-3-2,Andy Madley,Match Report,,21.0,8.0,20.1,0.0,0,0,2022,Chelsea
1626,52,2022-04-20,19:45,Premier League,Matchweek 25,Wed,Home,L,2,4,Arsenal,0.7,2.0,67.0,32249.0,César Azpilicueta,3-4-1-2,4-2-3-1,Jonathan Moss,Match Report,,11.0,2.0,15.9,0.0,0,0,2022,Chelsea
1629,55,2022-05-01,14:00,Premier League,Matchweek 35,Sun,Away,L,0,1,Everton,0.8,0.8,77.0,39256.0,César Azpilicueta,3-4-1-2,5-4-1,Kevin Friend,Match Report,,17.0,5.0,17.9,0.0,0,0,2022,Chelsea
