,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
1939,1,2021-08-21,15:00,Premier League,Matchweek 2,Sat,Home,D,0,0,Brentford,0.5,0.9,53.0,23091.0,James McArthur,4-3-3,3-5-2,Martin Atkinson,Match Report,,7.0,2.0,15.9,0.0,0,0,2022,Crystal Palace
1940,3,2021-08-28,15:00,Premier League,Matchweek 3,Sat,Away,D,2,2,West Ham,1.1,1.3,53.0,59751.0,James McArthur,4-3-3,4-2-3-1,Stuart Attwell,Match Report,,9.0,2.0,15.2,0.0,0,0,2022,Crystal Palace
1943,6,2021-09-27,20:00,Premier League,Matchweek 6,Mon,Home,D,1,1,Brighton,1.4,0.8,47.0,22975.0,Luka Milivojević,4-3-3,3-4-3,Andre Marriner,Match Report,,7.0,2.0,24.1,1.0,1,1,2022,Crystal Palace
1944,7,2021-10-03,14:00,Premier League,Matchweek 7,Sun,Home,D,2,2,Leicester City,1.5,1.2,60.0,25000.0,Luka Milivojević,4-3-3,4-4-2,Anthony Taylor,Match Report,,18.0,4.0,15.3,0.0,0,0,2022,Crystal Palace
1945,8,2021-10-18,20:00,Premier League,Matchweek 8,Mon,Away,D,2,2,Arsenal,0.7,1.7,46.0,59475.0,Luka Milivojević,4-2-3-1,4-1-4-1,Mike Dean,Match Report,,9.0,6.0,21.4,0.0,0,0,2022,Crystal Palace
1946,9,2021-10-23,15:00,Premier League,Matchweek 9,Sat,Home,D,1,1,Newcastle Utd,1.9,0.3,74.0,24609.0,Luka Milivojević,4-3-3,5-3-2,Darren England,Match Report,,15.0,3.0,15.6,0.0,0,0,2022,Crystal Palace
1949,12,2021-11-20,15:00,Premier League,Matchweek 12,Sat,Away,D,3,3,Burnley,1.9,1.5,60.0,18028.0,Luka Milivojević,4-3-3,4-4-2,Simon Hooper,Match Report,,18.0,8.0,16.4,1.0,0,0,2022,Crystal Palace
1954,17,2021-12-15,19:30,Premier League,Matchweek 17,Wed,Home,D,2,2,Southampton,1.2,0.6,59.0,22861.0,Joel Ward,4-3-3,4-4-2,Simon Hooper,Match Report,,9.0,6.0,10.9,0.0,0,0,2022,Crystal Palace
1958,22,2022-01-14,20:00,Premier League,Matchweek 22,Fri,Away,D,1,1,Brighton,0.2,2.0,37.0,30675.0,Joel Ward,4-3-3,4-1-2-1-2,Robert Jones,Match Report,,3.0,1.0,22.2,0.0,0,0,2022,Crystal Palace
1960,25,2022-02-09,19:45,Premier League,Matchweek 24,Wed,Away,D,1,1,Norwich City,1.3,0.4,70.0,26652.0,Joel Ward,4-3-3,4-4-2,Paul Tierney,Match Report,,12.0,5.0,22.3,1.0,0,1,2022,Crystal Palace
1961,26,2022-02-12,15:00,Premier League,Matchweek 25,Sat,Away,D,0,0,Brentford,0.3,1.6,58.0,16958.0,Joel Ward,4-3-3,3-5-2,Simon Hooper,Match Report,,6.0,3.0,21.6,0.0,0,0,2022,Crystal Palace
1964,29,2022-02-26,15:00,Premier League,Matchweek 27,Sat,Home,D,1,1,Burnley,1.0,0.2,59.0,24203.0,Luka Milivojević,4-3-3,4-4-2,Jonathan Moss,Match Report,,11.0,4.0,18.7,2.0,0,0,2022,Crystal Palace
1966,32,2022-03-14,20:00,Premier League,Matchweek 29,Mon,Home,D,0,0,Manchester City,0.6,2.8,27.0,25309.0,Marc Guéhi,4-3-3,4-3-3,Martin Atkinson,Match Report,,7.0,1.0,14.7,0.0,0,0,2022,Crystal Palace
1970,38,2022-04-25,20:00,Premier League,Matchweek 34,Mon,Home,D,0,0,Leeds United,1.9,0.5,53.0,25357.0,James McArthur,4-3-3,4-2-3-1,Darren England,Match Report,,17.0,7.0,13.6,0.0,0,0,2022,Crystal Palace
1973,41,2022-05-15,14:00,Premier League,Matchweek 37,Sun,Away,D,1,1,Aston Villa,1.4,1.0,51.0,41136.0,Luka Milivojević,5-3-2,4-3-1-2,Chris Kavanagh,Match Report,,16.0,4.0,17.6,0.0,0,0,2022,Crystal Palace
