,Unnamed: 0,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
1829,7,2021-09-27,20:00,Premier League,Matchweek 6,Mon,Away,D,1,1,Crystal Palace,0.8,1.4,53.0,22975.0,Lewis Dunk,3-4-3,4-3-3,Andre Marriner,Match Report,,8.0,4.0,15.8,0.0,0,0,2022,Brighton and Hove Albion
1830,8,2021-10-02,17:30,Premier League,Matchweek 7,Sat,Home,D,0,0,Arsenal,1.1,0.4,58.0,31266.0,Lewis Dunk,3-5-2,4-2-3-1,Jonathan Moss,Match Report,,21.0,2.0,17.7,0.0,0,0,2022,Brighton and Hove Albion
1831,9,2021-10-16,15:00,Premier League,Matchweek 8,Sat,Away,D,0,0,Norwich City,0.8,1.2,64.0,26777.0,Lewis Dunk,3-5-2,5-3-2,Peter Bankes,Match Report,,11.0,3.0,16.1,0.0,0,0,2022,Brighton and Hove Albion
1833,12,2021-10-30,15:00,Premier League,Matchweek 10,Sat,Away,D,2,2,Liverpool,1.0,1.5,42.0,52598.0,Lewis Dunk,4-2-3-1,4-3-3,Mike Dean,Match Report,,9.0,6.0,17.0,0.0,0,0,2022,Brighton and Hove Albion
1834,13,2021-11-06,17:30,Premier League,Matchweek 11,Sat,Home,D,1,1,Newcastle Utd,1.5,0.3,65.0,31267.0,Lewis Dunk,4-2-3-1,5-4-1,David Coote,Match Report,,13.0,4.0,17.9,0.0,1,1,2022,Brighton and Hove Albion
1836,15,2021-11-27,17:30,Premier League,Matchweek 13,Sat,Home,D,0,0,Leeds United,2.1,0.6,57.0,31166.0,Lewis Dunk,4-2-3-1,4-2-3-1,Craig Pawson,Match Report,,20.0,4.0,16.6,0.0,0,0,2022,Brighton and Hove Albion
1837,16,2021-12-01,19:30,Premier League,Matchweek 14,Wed,Away,D,1,1,West Ham,1.3,1.3,65.0,59626.0,Lewis Dunk,4-2-3-1,4-2-3-1,Chris Kavanagh,Match Report,,9.0,3.0,16.0,1.0,0,0,2022,Brighton and Hove Albion
1838,17,2021-12-04,15:00,Premier League,Matchweek 15,Sat,Away,D,1,1,Southampton,1.6,1.6,56.0,28706.0,Shane Duffy,3-5-2,4-4-2,Anthony Taylor,Match Report,,14.0,4.0,18.7,1.0,0,0,2022,Brighton and Hove Albion
1841,20,2021-12-29,19:30,Premier League,Matchweek 20,Wed,Away,D,1,1,Chelsea,0.9,0.7,53.0,40080.0,Adam Lallana,3-4-3,3-4-3,Mike Dean,Match Report,,18.0,6.0,20.2,1.0,0,0,2022,Brighton and Hove Albion
1843,23,2022-01-14,20:00,Premier League,Matchweek 22,Fri,Home,D,1,1,Crystal Palace,2.0,0.2,63.0,30675.0,Adam Lallana,4-1-2-1-2◆,4-3-3,Robert Jones,Match Report,,18.0,3.0,18.2,0.0,0,1,2022,Brighton and Hove Albion
1844,24,2022-01-18,20:00,Premier League,Matchweek 24,Tue,Home,D,1,1,Chelsea,0.7,0.7,44.0,30880.0,Adam Webster,4-1-4-1,4-2-2-2,Kevin Friend,Match Report,,10.0,2.0,16.2,0.0,0,0,2022,Brighton and Hove Albion
1845,25,2022-01-23,14:00,Premier League,Matchweek 23,Sun,Away,D,1,1,Leicester City,1.1,1.4,56.0,31231.0,Adam Webster,4-1-2-1-2◆,4-2-3-1,Martin Atkinson,Match Report,,14.0,4.0,17.9,0.0,0,0,2022,Brighton and Hove Albion
1853,34,2022-04-02,15:00,Premier League,Matchweek 31,Sat,Home,D,0,0,Norwich City,2.8,0.4,63.0,31245.0,Lewis Dunk,3-4-1-2,4-1-2-1-2,Simon Hooper,Match Report,,30.0,4.0,18.7,1.0,0,1,2022,Brighton and Hove Albion
1857,38,2022-04-24,14:00,Premier League,Matchweek 34,Sun,Home,D,2,2,Southampton,1.7,0.9,48.0,31335.0,Lewis Dunk,4-3-1-2,4-4-2,Robert Jones,Match Report,,8.0,5.0,11.4,0.0,0,0,2022,Brighton and Hove Albion
1860,41,2022-05-15,14:00,Premier League,Matchweek 37,Sun,Away,D,1,1,Leeds United,2.2,1.6,50.0,36638.0,Lewis Dunk,3-4-3,4-2-3-1,Mike Dean,Match Report,,15.0,6.0,14.3,0.0,0,0,2022,Brighton and Hove Albion
